subzone_code,subzone_name,planning_area,latitude,longitude,Total_Total,volunteers_count,hdb_ratio,elderly_ratio,low_income_ratio,AED_count,risk_score,risk_score_normalized,normalized_risk_score,population_density_proxy,normalized_density,area_weight,current_aeds,optimized_aeds,current_coverage_effect,optimized_coverage_effect,coverage_improvement
BTSZ03,HOLLAND ROAD,BUKIT TIMAH,1.3270474790794935,103.7837744520674,10840.0,0,0.2356088560885609,0.199,0.13,45,449.82803,0.06846889,0.06846889,10840.0,0.08276072682852344,0.08276072682852344,45,50,0.25499407956939996,0.283326755077111,0.02833267550771107
GLSZ03,KAMPONG UBI,GEYLANG,1.3296108811552283,103.8965728774673,11800.0,0,1.0,0.199,0.13,18,180.00555,0.027398558,0.027398558,11800.0,0.09009009009009009,0.09009009009009009,18,22,0.04443009405405405,0.05430344828828829,0.009873354234234244
TPSZ11,SENNETT,TOA PAYOH,1.333255718295128,103.87362325663996,7190.0,0,1.0,0.199,0.13,44,440.0692,0.06698348,0.06698348,7190.0,0.05489387692777523,0.05489387692777523,44,32,0.16178724792182012,0.117663453034051,-0.044123794887769116
TPSZ09,POTONG PASIR,TOA PAYOH,1.3330560428103904,103.86563786027912,11720.0,0,1.0,0.199,0.13,9,90.00194,0.01369889,0.01369889,11720.0,0.08947930981829287,0.08947930981829287,9,11,0.011031905002290426,0.013483439447243853,0.0024515344449534265
TSSZ03,TUAS NORTH,TUAS,1.3267459179790255,103.65124506111329,30.0,0,0.0,0.199,0.13,37,360.1567,0.054819804,0.054819804,30.0,0.00022904260192395785,0.00022904260192395785,37,2,0.0004645746101694915,2.5112141090242784e-05,-0.00043946246907924875
TPSZ06,PEI CHUN,TOA PAYOH,1.3367899373115206,103.85860695513064,10360.0,0,1.0,0.199,0.13,3,30.006866,0.0045668953,0.0045668953,10360.0,0.07909604519774012,0.07909604519774012,3,4,0.0010836700711864408,0.0014448934282485877,0.0003612233570621469
TPSZ04,BOON TECK,TOA PAYOH,1.335268641865209,103.85302515915542,14660.0,0,1.0,0.199,0.13,3,30.006866,0.0045668953,0.0045668953,14660.0,0.11192548480684074,0.11192548480684074,3,5,0.0015334559115437471,0.002555759852572912,0.0010223039410291648
JWSZ06,KIAN TECK,JURONG WEST,1.3315119085096334,103.6979039975387,40.0,0,1.0,0.199,0.13,5,50.00715,0.007611187,0.007611187,40.0,0.00030539013589861045,0.00030539013589861045,5,2,1.1621907161398686e-05,4.648762864559475e-06,-6.973144296839211e-06
JWSZ07,SAFTI,JURONG WEST,1.3346032252972335,103.68317221386364,0.0,0,1.0,0.199,0.13,18,179.9854,0.02739549,0.02739549,0.0,0.0,0.0,18,2,0.0,0.0,0.0
RCSZ01,FARRER PARK,ROCHOR,1.3089809489461592,103.85215075887665,2660.0,0,0.0,0.199,0.13,2,20.000746,0.0030438397,0.0030438397,2660.0,0.020308444037257598,0.020308444037257598,2,1,0.0001236312964116659,6.181564820583295e-05,-6.181564820583295e-05
NTSZ03,NEWTON CIRCUS,NEWTON,1.3115847353928238,103.83859519402664,250.0,0,0.0,0.199,0.13,2,20.000746,0.0030438397,0.0030438397,250.0,0.0019086883493663156,0.0019086883493663156,2,2,1.1619482745457322e-05,1.1619482745457322e-05,0.0
JESZ10,JURONG PORT,JURONG EAST,1.307331791943414,103.71876051471656,0.0,0,0.8,0.199,0.13,23,229.95236,0.035001084,0.035001084,0.0,0.0,0.0,23,2,0.0,0.0,0.0
AMSZ01,ANG MO KIO TOWN CENTRE,ANG MO KIO,1.3727695785265892,103.84681301770922,4810.0,0,1.0,0.199,0.13,1,10.008786,0.0015229393,0.0015229393,4810.0,0.03672316384180791,0.03672316384180791,1,1,5.592714943502825e-05,5.592714943502825e-05,0.0
AMSZ06,KEBUN BAHRU,ANG MO KIO,1.373466881280018,103.83961008415277,22620.0,0,1.0,0.199,0.13,7,70.00477,0.0106550725,0.0106550725,22620.0,0.17269812185066422,0.17269812185066422,7,16,0.01288077706252863,0.02944177614292258,0.01656099908039395
SGSZ02,SERANGOON NORTH IND ESTATE,SERANGOON,1.3747844873550168,103.86475852851616,10.0,0,1.0,0.199,0.13,24,240.01126,0.03653217,0.03653217,10.0,7.634753397465261e-05,7.634753397465261e-05,24,2,6.693938616582685e-05,5.578282180485571e-06,-6.136110398534128e-05
THSZ02,TENGAH INDUSTRIAL ESTATE,TENGAH,1.363262623619626,103.71793155644508,0.0,0,0.8,0.199,0.13,22,220.03096,0.033490922,0.033490922,0.0,0.0,0.0,22,2,0.0,0.0,0.0
BLSZ03,SAMULUN,BOON LAY,1.3080601145691344,103.702294698127,10.0,0,0.0,0.199,0.13,22,220.00826,0.033487465,0.033487465,10.0,7.634753397465261e-05,7.634753397465261e-05,22,2,5.6247078179874784e-05,5.113370743624981e-06,-5.1133707436249805e-05
BLSZ04,SHIPYARD,BOON LAY,1.3074878792944504,103.6892756850902,0.0,0,0.8,0.199,0.13,8,79.99643,0.012175928,0.012175928,0.0,0.0,0.0,8,2,0.0,0.0,0.0
QTSZ01,GHIM MOH,QUEENSTOWN,1.3109188235584512,103.78748211883848,13850.0,0,1.0,0.199,0.13,25,250.0104,0.03805417,0.03805417,13850.0,0.10574133455489387,0.10574133455489387,25,35,0.10059746802947014,0.14083645524125818,0.040238987211788035
KLSZ06,LAVENDER,KALLANG,1.3108256597417522,103.85913971574858,9690.0,0,1.0,0.199,0.13,1,10.005453,0.001522432,0.001522432,9690.0,0.07398076042143839,0.07398076042143839,1,1,0.0001126306770499313,0.0001126306770499313,0.0
BDSZ05,FRANKEL,BEDOK,1.314778991316696,103.9204289719861,34490.0,0,1.0,0.199,0.13,46,460.22733,0.0700518,0.0700518,34490.0,0.26332264467857686,0.26332264467857686,46,161,0.8485263610627576,2.9698422637196513,2.1213159026568937
CLSZ04,CLEMENTI NORTH,CLEMENTI,1.3180493046117048,103.76694488815436,28810.0,0,0.0,0.199,0.13,5,49.998352,0.0076098484,0.0076098484,28810.0,0.2199572453809742,0.2199572453809742,5,15,0.008369206459154068,0.02510761937746221,0.01673841291830814
BTSZ07,LEEDON PARK,BUKIT TIMAH,1.316937047014799,103.7969572361115,6440.0,0,0.396583850931677,0.199,0.13,21,210.00433,0.031964745,0.031964745,6440.0,0.04916781187967629,0.04916781187967629,21,14,0.033004367947778286,0.022002911965185525,-0.011001455982592761
GLSZ05,GEYLANG EAST,GEYLANG,1.316940840983096,103.89835056696543,29920.0,0,1.0,0.199,0.13,26,260.00537,0.03957553,0.03957553,29920.0,0.22843182165216064,0.22843182165216064,26,79,0.23504807067949304,0.7141845224492288,0.47913645176973574
JESZ09,TEBAN GARDENS,JURONG EAST,1.314860941833374,103.74315558396744,18530.0,0,0.0,0.199,0.13,41,410.0314,0.062411353,0.062411353,18530.0,0.14147198045503132,0.14147198045503132,41,77,0.3620077661833105,0.6798682438076807,0.31786047762437025
JESZ08,JURONG RIVER,JURONG EAST,1.3194152167012765,103.72879509333752,10.0,0,0.0,0.199,0.13,12,119.9953,0.018264253,0.018264253,10.0,7.634753397465261e-05,7.634753397465261e-05,12,2,1.673316811726981e-05,2.788861352878302e-06,-1.3944306764391508e-05
KLSZ02,GEYLANG BAHRU,KALLANG,1.3216390136962597,103.87024965549035,11280.0,0,1.0,0.199,0.13,6,60.004505,0.009132909,0.009132909,11280.0,0.08612001832340815,0.08612001832340815,6,7,0.004719157742556115,0.005505684032982135,0.0007865262904260192
NTSZ02,GOODWOOD PARK,NEWTON,1.3135866623216337,103.83429729029189,1260.0,0,0.0,0.199,0.13,1,10.002097,0.0015219211,0.0015219211,1260.0,0.00961978928080623,0.00961978928080623,1,2,1.4640560284012826e-05,2.9281120568025652e-05,1.4640560284012826e-05
CLSZ09,PANDAN,CLEMENTI,1.3080701000705766,103.75450339533822,20.0,0,0.0,0.199,0.13,7,69.99358,0.01065337,0.01065337,20.0,0.00015269506794930523,0.00015269506794930523,7,2,1.138701939227363e-05,3.25343411207818e-06,-8.13358528019545e-06
QTSZ09,SINGAPORE POLYTECHNIC,QUEENSTOWN,1.3113487739756944,103.77718152461328,100.0,0,1.0,0.199,0.13,11,109.997955,0.016742533,0.016742533,100.0,0.0007634753397465262,0.0007634753397465262,11,2,0.0001406076217743167,2.5565022140784852e-05,-0.00011504259963353183
CLSZ06,CLEMENTI CENTRAL,CLEMENTI,1.3120646278053942,103.76308824744082,14000.0,0,0.0,0.199,0.13,4,39.99732,0.0060875667,0.0060875667,14000.0,0.10688654756451367,0.10688654756451367,4,6,0.002602715950526798,0.003904073925790197,0.001301357975263399
KLSZ07,KAMPONG JAVA,KALLANG,1.3136159595797694,103.85036159442014,10530.0,0,1.0,0.199,0.13,4,40.006115,0.0060889055,0.0060889055,10530.0,0.08039395327530921,0.08039395327530921,4,5,0.001958044737059093,0.0024475559213238663,0.0004895111842647733
KLSZ03,BOON KENG,KALLANG,1.31488371038874,103.872300214973,11790.0,0,1.0,0.199,0.13,10,100.000496,0.015220795,0.015220795,11790.0,0.09001374255611544,0.09001374255611544,10,12,0.013700807226294092,0.01644096867155291,0.002740161445258819
KLSZ08,KALLANG BAHRU,KALLANG,1.314076136899629,103.86547990899592,20.0,0,1.0,0.199,0.13,16,159.97641,0.024349874,0.024349874,20.0,0.00015269506794930523,0.00015269506794930523,16,2,5.948969063979233e-05,7.436211329974041e-06,-5.205347930981829e-05
BTSZ04,ULU PANDAN,BUKIT TIMAH,1.3163218966445094,103.7812925144643,11020.0,0,0.2317604355716878,0.199,0.13,11,110.00312,0.01674332,0.01674332,11020.0,0.08413498244006719,0.08413498244006719,11,13,0.015495688276072683,0.018313086144449535,0.0028173978683768523
BTSZ08,FARRER COURT,BUKIT TIMAH,1.3168380421335892,103.8051294388724,6180.0,0,0.4132686084142394,0.199,0.13,4,40.006115,0.0060889055,0.0060889055,6180.0,0.047182775996335316,0.047182775996335316,4,3,0.0011491658570774164,0.0008618743928080623,-0.00028729146426935404
TNSZ01,NASSIM,TANGLIN,1.3138608468962922,103.82435727962608,9520.0,0,0.0,0.199,0.13,23,229.99202,0.03500712,0.03500712,9520.0,0.07268285234386929,0.07268285234386929,23,23,0.05852159868071462,0.05852159868071462,0.0
CLSZ05,WEST COAST,CLEMENTI,1.3162747028796988,103.75508863410587,6870.0,0,0.0,0.199,0.13,4,39.99732,0.0060875667,0.0060875667,6870.0,0.05245075584058635,0.05245075584058635,4,3,0.001277189898579936,0.000957892423934952,-0.00031929747464498387
BDSZ08,BAYSHORE,BEDOK,1.3138402686397517,103.94865078114977,7450.0,0,1.0,0.199,0.13,34,339.9308,0.051741168,0.051741168,7450.0,0.0568789128111162,0.0568789128111162,34,26,0.10006136703618872,0.0765175159688502,-0.023543851067338514
PNSZ03,BENOI SECTOR,PIONEER,1.3177538702674785,103.686569536492,10.0,0,0.0,0.199,0.13,22,220.00826,0.033487465,0.033487465,10.0,7.634753397465261e-05,7.634753397465261e-05,22,2,5.6247078179874784e-05,5.113370743624981e-06,-5.1133707436249805e-05
PNSZ02,GUL CIRCLE,PIONEER,1.3153824491404005,103.66882990242571,20.0,0,0.0,0.199,0.13,28,280.03314,0.042624,0.042624,20.0,0.00015269506794930523,0.00015269506794930523,28,2,0.0001822372881355932,1.3016949152542373e-05,-0.00016922033898305084
TNSZ04,TYERSALL,TANGLIN,1.3145867440825516,103.81294533814923,3880.0,0,0.0,0.199,0.13,62,620.02295,0.09437467,0.09437467,3880.0,0.029622843182165216,0.029622843182165216,62,25,0.1733300550862727,0.06989115124446481,-0.10343890384180789
NVSZ02,MOULMEIN,NOVENA,1.3176442166714577,103.8428202353417,9300.0,0,0.0,0.199,0.13,31,310.10083,0.047200676,0.047200676,9300.0,0.07100320659642693,0.07100320659642693,31,30,0.10389337983508931,0.10054198048557031,-0.003351399349519002
BLSZ02,LIU FANG,BOON LAY,1.3182527778884787,103.70823223132425,10.0,0,0.0,0.199,0.13,13,129.99571,0.01978644,0.01978644,10.0,7.634753397465261e-05,7.634753397465261e-05,13,2,1.963839670178653e-05,3.021291800274851e-06,-1.661710490151168e-05
ORSZ01,TANGLIN,ORCHARD,1.3048186157648043,103.82579662754884,370.0,0,0.0,0.199,0.13,3,29.99866,0.0045656464,0.0045656464,370.0,0.002824858757062147,0.002824858757062147,3,2,3.86919186440678e-05,2.579461242937853e-05,-1.2897306214689268e-05
MPSZ03,MARINE PARADE,MARINE PARADE,1.3028146514825378,103.90757425060777,26880.0,0,0.2922247023809524,0.199,0.13,3,30.00336,0.0045663617,0.0045663617,26880.0,0.20522217132386625,0.20522217132386625,3,9,0.0028113559893724236,0.00843406796811727,0.005622711978744846
PNSZ01,JOO KOON,PIONEER,1.3255957737331936,103.67952177125656,30.0,0,0.0,0.199,0.13,13,129.99509,0.019786345,0.019786345,30.0,0.00022904260192395785,0.00022904260192395785,13,2,5.8914907237746224e-05,9.063831882730188e-06,-4.985107535501604e-05
GLSZ01,KALLANG WAY,GEYLANG,1.3258341867949357,103.87610383180866,30.0,0,1.0,0.199,0.13,9,90.005585,0.013699445,0.013699445,30.0,0.00022904260192395785,0.00022904260192395785,9,2,2.8239808749427395e-05,6.275513055428309e-06,-2.1964295693999087e-05
JESZ07,INTERNATIONAL BUSINESS PARK,JURONG EAST,1.3263416162959327,103.7480871239683,10.0,0,0.0,0.199,0.13,2,19.999214,0.0030436064,0.0030436064,10.0,7.634753397465261e-05,7.634753397465261e-05,2,2,4.6474368605894025e-07,4.6474368605894025e-07,0.0
BLSZ01,TUKANG,BOON LAY,1.3256504097604354,103.70925050733476,10.0,0,0.0,0.199,0.13,16,159.97351,0.024349432,0.024349432,10.0,7.634753397465261e-05,7.634753397465261e-05,16,2,2.9744305390135897e-05,3.718038173766987e-06,-2.602626721636891e-05
BTSZ06,CORONATION ROAD,BUKIT TIMAH,1.325569983582593,103.8015380549468,6690.0,0,0.3817638266068759,0.199,0.13,11,110.0086,0.016744152,0.016744152,6690.0,0.0510765002290426,0.0510765002290426,11,8,0.009407559518094367,0.006841861467704994,-0.002565698050389373
BDSZ03,KEMBANGAN,BEDOK,1.3248058411093029,103.91561442223085,37460.0,0,1.0,0.199,0.13,18,179.99794,0.0273974,0.0273974,37460.0,0.2859978622690487,0.2859978622690487,18,68,0.14104076097114063,0.5328206525576424,0.39177989158650184
NVSZ04,DUNEARN,NOVENA,1.3261898343656566,103.8200696432102,3960.0,0,0.0,0.199,0.13,9,89.995926,0.013697975,0.013697975,3960.0,0.030233623453962438,0.030233623453962438,9,4,0.00372725476408612,0.0016565576729271644,-0.0020706970911589556
CLSZ02,SUNSET WAY,CLEMENTI,1.3262830305995317,103.76866786978609,5650.0,0,0.0,0.199,0.13,49,490.13788,0.074604556,0.074604556,5650.0,0.04313635669567873,0.04313635669567873,49,28,0.1576902681981982,0.09010872468468469,-0.06758154351351352
BTSZ01,ANAK BUKIT,BUKIT TIMAH,1.3378622144768135,103.77157034866184,21870.0,0,0.1167809785093735,0.199,0.13,15,150.01755,0.022834012,0.022834012,21870.0,0.16697205680256527,0.16697205680256527,15,34,0.05718962923041686,0.12962982625561154,0.07244019702519468
BTSZ02,SWISS CLUB,BUKIT TIMAH,1.3406373287907798,103.79230482128298,5340.0,0,0.4782771535580524,0.199,0.13,18,179.99976,0.027397675,0.027397675,5340.0,0.0407695831424645,0.0407695831424645,18,10,0.020105852198808977,0.01116991788822721,-0.008935934310581766
TMSZ05,XILIN,TAMPINES,1.3292661222831743,103.96881076742508,1760.0,0,1.0,0.199,0.13,59,589.96063,0.089798816,0.089798816,1760.0,0.01343716597953886,0.01343716597953886,59,11,0.07119185412612612,0.013273057548938769,-0.057918796577187355
CLSZ03,FABER,CLEMENTI,1.3219563635485436,103.75684865813272,5360.0,0,0.0,0.199,0.13,12,119.99938,0.018264873,0.018264873,5360.0,0.040922278210413804,0.040922278210413804,12,7,0.008969282572606506,0.005232081500687128,-0.0037372010719193783
NVSZ03,MALCOLM,NOVENA,1.3231195131653424,103.83394084355982,2950.0,0,0.0,0.199,0.13,9,89.995926,0.013697975,0.013697975,2950.0,0.02252252252252252,0.02252252252252252,9,3,0.002776616554054054,0.0009255388513513512,-0.0018510777027027027
BDSZ06,BEDOK SOUTH,BEDOK,1.321442781267262,103.94455412697307,46690.0,0,1.0,0.199,0.13,30,299.959,0.045656968,0.045656968,46690.0,0.35646663612765306,0.35646663612765306,30,142,0.488255573962437,2.3110763834222015,1.8228208094597644
HGSZ09,DEFU INDUSTRIAL PARK,HOUGANG,1.351697665353808,103.89578138323309,20.0,0,1.0,0.199,0.13,32,319.9646,0.048702065,0.048702065,20.0,0.00015269506794930523,0.00015269506794930523,32,2,0.00023797008398228738,1.4873130248892961e-05,-0.00022309695373339442
CBSZ01,CHANGI BAY,CHANGI BAY,1.3274226558983535,104.02635671911914,0.0,0,0.8,0.199,0.13,0,0.009252905,8.861675e-07,8.861675e-07,0.0,0.0,0.0,0,2,0.0,0.0,0.0
PLSZ02,PAYA LEBAR EAST,PAYA LEBAR,1.3556120684469184,103.92376317131352,10.0,0,0.0,0.199,0.13,15,150.00562,0.022832194,0.022832194,10.0,7.634753397465261e-05,7.634753397465261e-05,15,2,2.614772560696289e-05,3.486363414261719e-06,-2.266136219270117e-05
BKSZ02,HONG KAH NORTH,BUKIT BATOK,1.3627121391666444,103.74800378647188,26150.0,0,0.0,0.199,0.13,6,59.99589,0.009131598,0.009131598,26150.0,0.1996488013437166,0.1996488013437166,6,16,0.01093867557031608,0.029169801520842874,0.018231125950526797
HGSZ06,KOVAN,HOUGANG,1.3629303140034583,103.880680210422,24810.0,0,1.0,0.199,0.13,20,199.99638,0.03044141,0.03044141,24810.0,0.18941823179111314,0.18941823179111314,20,51,0.11532316110856618,0.2940740608268438,0.17875089971827762
AMSZ03,CHONG BOON,ANG MO KIO,1.364264765429552,103.85565259133747,26500.0,0,1.0,0.199,0.13,4,40.00306,0.0060884403,0.0060884403,26500.0,0.20232096503282945,0.20232096503282945,4,11,0.004927276468163079,0.013550010287448467,0.008622733819285388
SGSZ04,SERANGOON GARDEN,SERANGOON,1.3627383541972071,103.8666628375142,36080.0,0,0.5995288248337028,0.199,0.13,14,140.00012,0.021309234,0.021309234,36080.0,0.27546190258054665,0.27546190258054665,14,51,0.082178349962437,0.2993639891488777,0.21718563918644068
HGSZ01,HOUGANG CENTRAL,HOUGANG,1.3696686663059998,103.89146236348546,4720.0,0,1.0,0.199,0.13,2,20.009142,0.0030451177,0.0030451177,4720.0,0.036036036036036036,0.036036036036036036,2,1,0.00021946794234234236,0.00010973397117117118,-0.00010973397117117118
PRSZ07,LOYANG EAST,PASIR RIS,1.367988795821077,103.97342681015697,2140.0,0,1.0,0.199,0.13,16,159.97641,0.024349874,0.024349874,2140.0,0.01633837227057566,0.01633837227057566,16,4,0.006365396898457779,0.0015913492246144448,-0.0047740476738433344
BPSZ06,DAIRY FARM,BUKIT PANJANG,1.3684317900068617,103.77204619195874,6940.0,0,0.0,0.199,0.13,18,180.00948,0.027399156,0.027399156,6940.0,0.05298518857840892,0.05298518857840892,18,13,0.026131490055886396,0.018872742818140175,-0.0072587472377462214
PRSZ05,PASIR RIS DRIVE,PASIR RIS,1.3688664933735912,103.95941064854476,54420.0,0,0.5449099595736862,0.199,0.13,8,80.01403,0.012178606,0.012178606,54420.0,0.41548327989005956,0.41548327989005956,8,44,0.04048005732295007,0.2226403152762254,0.18216025795327534
TMSZ01,TAMPINES NORTH,TAMPINES,1.3662446765050005,103.9390256518351,8040.0,0,1.0,0.199,0.13,21,209.99748,0.031963702,0.031963702,8040.0,0.061383417315620706,0.061383417315620706,21,18,0.041202866435180945,0.035316742658726516,-0.005886123776454429
AMSZ02,CHENG SAN,ANG MO KIO,1.3727147446745198,103.8540952773522,28070.0,0,1.0,0.199,0.13,7,70.004585,0.010655045,0.010655045,28070.0,0.2143075278668499,0.2143075278668499,7,20,0.015984194472820276,0.04566912706520079,0.029684932592380517
AMSZ07,SEMBAWANG HILLS,ANG MO KIO,1.3747151224132126,103.83076595030006,6850.0,0,1.0,0.199,0.13,11,109.997955,0.016742533,0.016742533,6850.0,0.052298060772637045,0.052298060772637045,11,8,0.009631622091540695,0.00700481606657505,-0.0026268060249656448
BPSZ05,JELEBU,BUKIT PANJANG,1.3759342998688049,103.76624365255262,31310.0,0,0.0,0.199,0.13,5,49.99817,0.0076098205,0.0076098205,31310.0,0.23904412887463736,0.23904412887463736,5,16,0.009095414561574287,0.02910532659703772,0.020009912035463432
CKSZ02,KEAT HONG,CHOA CHU KANG,1.3754921030415062,103.74645966585923,38180.0,0,1.0,0.199,0.13,17,170.01816,0.025878353,0.025878353,38180.0,0.2914948847152237,0.2914948847152237,17,66,0.12823792791403268,0.497864896607421,0.3696269686933883
KLSZ01,BENDEMEER,KALLANG,1.3222022725143092,103.86185623835864,37570.0,0,1.0,0.199,0.13,5,50.010937,0.0076117637,0.0076117637,37570.0,0.2868376851427699,0.2868376851427699,5,19,0.010916703397808827,0.04148347291167354,0.030566769513864715
NVSZ01,BALESTIER,NOVENA,1.3255134555554808,103.85106739498433,32430.0,0,0.0,0.199,0.13,21,209.99382,0.031963143,0.031963143,32430.0,0.24759505267979845,0.24759505267979845,21,69,0.16619223757283555,0.5460602091678882,0.3798679715950527
TSSZ02,TUAS PROMENADE,TUAS,1.3302832757910084,103.63300337311291,10.0,0,0.0,0.199,0.13,32,319.9875,0.048705548,0.048705548,10.0,7.634753397465261e-05,7.634753397465261e-05,32,2,0.00011899355138189036,7.437096961368147e-06,-0.00011155645442052221
SGSZ06,SERANGOON CENTRAL,SERANGOON,1.3522330390246091,103.870675243507,24760.0,0,0.8736268174474959,0.199,0.13,10,100.000496,0.015220795,0.015220795,24760.0,0.18903649412123988,0.18903649412123988,10,25,0.028772857245380975,0.07193214311345243,0.043159285868071454
BSSZ03,BISHAN EAST,BISHAN,1.349823907974759,103.85301426192922,28310.0,0,0.0,0.199,0.13,19,190.05507,0.02892822,0.02892822,28310.0,0.21613986868224155,0.21613986868224155,19,55,0.11879829176820889,0.34388979196060465,0.22509150019239577
TMSZ03,TAMPINES WEST,TAMPINES,1.3485286052102834,103.93594937405771,79670.0,0,1.0,0.199,0.13,16,159.99112,0.024352113,0.024352113,79670.0,0.6082608031760575,0.6082608031760575,16,129,0.23699897299862577,1.9108042198014203,1.6738052468027946
BKSZ03,BRICKWORKS,BUKIT BATOK,1.3556445845059295,103.74219477242816,19820.0,0,0.0,0.199,0.13,17,170.03151,0.025880385,0.025880385,19820.0,0.15132081233776148,0.15132081233776148,17,34,0.06657609499083829,0.13315218998167658,0.06657609499083829
SGSZ03,SERANGOON NORTH,SERANGOON,1.374381173142493,103.87338413553088,15940.0,0,1.0,0.199,0.13,6,60.00469,0.009132937,0.009132937,15940.0,0.12169796915559628,0.12169796915559628,6,10,0.006668759311956024,0.01111459885326004,0.004445839541304016
BKSZ04,GUILIN,BUKIT BATOK,1.3554639637823878,103.75381202250212,12940.0,0,0.0,0.199,0.13,9,89.99233,0.013697428,0.013697428,12940.0,0.09879370896320049,0.09879370896320049,9,12,0.012178977438387539,0.01623863658451672,0.004059659146129182
JWSZ01,WENYA,JURONG WEST,1.3557038069936502,103.70710197573406,8280.0,0,1.0,0.199,0.13,12,119.99852,0.018264743,0.018264743,8280.0,0.06321575813101236,0.06321575813101236,12,11,0.013855434909757214,0.012700815333944113,-0.0011546195758131012
BPSZ07,NATURE RESERVE,BUKIT PANJANG,1.353468550298314,103.7778109120893,3850.0,0,0.0,0.199,0.13,50,499.9401,0.07609657,0.07609657,3850.0,0.02939380058024126,0.02939380058024126,50,20,0.11183837017101848,0.0447353480684074,-0.06710302210261108
TMSZ02,TAMPINES EAST,TAMPINES,1.3544309377044694,103.95124157114532,130980.0,0,0.6430981829286914,0.199,0.13,36,360.01355,0.054798014,0.054798014,130980.0,1.0,1.0,36,476,1.972728504,26.083854664,24.11112616
HGSZ07,LORONG AH SOO,HOUGANG,1.356830699585221,103.88660636262966,32320.0,0,1.0,0.199,0.13,7,70.00477,0.0106550725,0.0106550725,32320.0,0.24675522980607725,0.24675522980607725,7,23,0.018404364043365398,0.06047148185677202,0.04206711781340662
PRSZ08,FLORA DRIVE,PASIR RIS,1.359301249314618,103.96632188527474,14680.0,0,1.0,0.199,0.13,4,40.006115,0.0060889055,0.0060889055,14680.0,0.11207817987479005,0.11207817987479005,4,6,0.0027297337834783935,0.004094600675217591,0.0013648668917391978
BKSZ05,HILLVIEW,BUKIT BATOK,1.355663635228613,103.76392242100276,19300.0,0,0.0,0.199,0.13,16,159.99,0.024351943,0.024351943,19300.0,0.14735074057107955,0.14735074057107955,16,32,0.05741242936631547,0.11482485873263094,0.05741242936631547
CLSZ01,TOH TUCK,CLEMENTI,1.3317544849187777,103.756340422445,20.0,0,0.0,0.199,0.13,17,170.01692,0.025878165,0.025878165,20.0,0.00015269506794930523,0.00015269506794930523,17,2,6.717495877233166e-05,7.902936326156666e-06,-5.9272022446174996e-05
NVSZ05,MOUNT PLEASANT,NOVENA,1.3338172793126388,103.8289703131776,690.0,0,0.0,0.199,0.13,28,280.03973,0.042625006,0.042625006,690.0,0.005267979844251031,0.005267979844251031,28,2,0.006287334829134219,0.00044909534493815854,-0.00583823948419606
BTSZ05,HILLCREST,BUKIT TIMAH,1.3331573244831736,103.80822945622536,9470.0,0,0.2696937697993664,0.199,0.13,6,60.000587,0.009132313,0.009132313,9470.0,0.07230111467399603,0.07230111467399603,6,6,0.0039616584567109476,0.0039616584567109476,0.0
TPSZ12,JOO SENG,TOA PAYOH,1.3365974664102651,103.8823265529691,8150.0,0,1.0,0.199,0.13,18,179.99335,0.027396701,0.027396701,8150.0,0.06222324018934188,0.06222324018934188,18,15,0.03068480712093449,0.025570672600778742,-0.005114134520155748
JWSZ05,CHIN BEE,JURONG WEST,1.3349783902784658,103.71319775263308,0.0,0,1.0,0.199,0.13,24,239.99821,0.036530185,0.036530185,0.0,0.0,0.0,24,2,0.0,0.0,0.0
TPSZ05,LORONG 8 TOA PAYOH,TOA PAYOH,1.340878966805798,103.857102042756,7160.0,0,1.0,0.199,0.13,1,10.005453,0.001522432,0.001522432,7160.0,0.05466483432585127,0.05466483432585127,1,1,8.32234930523744e-05,8.32234930523744e-05,0.0
JESZ03,TOH GUAN,JURONG EAST,1.3374866777328658,103.7461061215432,14590.0,0,0.0,0.199,0.13,4,39.99732,0.0060875667,0.0060875667,14590.0,0.11139105206901817,0.11139105206901817,4,6,0.0027124018370132843,0.004068602755519927,0.0013562009185066428
TMSZ04,SIMEI,TAMPINES,1.3406648192140402,103.95400284218852,39450.0,0,1.0,0.199,0.13,17,170.01985,0.02587861,0.02587861,39450.0,0.3011910215300046,0.3011910215300046,17,68,0.13250488468850208,0.5300195387540083,0.39751465406550623
JWSZ02,BOON LAY PLACE,JURONG WEST,1.345863707940132,103.71114826234448,29340.0,0,1.0,0.199,0.13,11,109.997955,0.016742533,0.016742533,29340.0,0.22400366468163077,0.22400366468163077,11,33,0.04125427622858452,0.12376282868575353,0.08250855245716901
BKSZ08,BUKIT BATOK EAST,BUKIT BATOK,1.3491364513971096,103.75753706871768,12690.0,0,0.0,0.199,0.13,7,69.99146,0.010653047,0.010653047,12690.0,0.09688502061383417,0.09688502061383417,7,9,0.0072248447473660105,0.009289086103756299,0.0020642413563902885
BKSZ06,BUKIT BATOK WEST,BUKIT BATOK,1.347484096771309,103.74224902704346,15000.0,0,0.0,0.199,0.13,3,29.995306,0.004565136,0.004565136,15000.0,0.11452130096197893,0.11452130096197893,3,5,0.0015684159413650938,0.0026140265689418235,0.0010456106275767297
