subzone_code,subzone_name,planning_area,latitude,longitude,Total_Total,volunteers_count,hdb_ratio,elderly_ratio,low_income_ratio,AED_count,area_sq_km,area_sq_m,population_density
BDSZ06,BEDOK SOUTH,BEDOK,1.321442781267262,103.94455412697307,46690.0,0,1.0,0.199,0.13,30,2.9973074591132316,2997307.4591132314,15577.314185116487
HGSZ09,DEFU INDUSTRIAL PARK,HOUGANG,1.351697665353808,103.89578138323309,20.0,0,1.0,0.199,0.13,32,1.974132048852155,1974132.048852155,10.131034553452926
CBSZ01,CHANGI BAY,CHANGI BAY,1.3274226558983535,104.02635671911914,0.0,0,0.8,0.199,0.13,0,1.9726077198506287,1972607.7198506286,0.0
PLSZ02,PAYA LEBAR EAST,PAYA LEBAR,1.3556120684469184,103.92376317131352,10.0,0,0.0,0.199,0.13,15,2.2592372541169254,2259237.2541169254,4.4262726200080875
BKSZ02,HONG KAH NORTH,BUKIT BATOK,1.3627121391666444,103.74800378647188,26150.0,0,0.0,0.199,0.13,6,0.85917918008726,859179.18008726,30436.026158529763
HGSZ06,KOVAN,HOUGANG,1.3629303140034583,103.880680210422,24810.0,0,1.0,0.199,0.13,20,1.9486132054656902,1948613.2054656902,12732.131718295921
AMSZ03,CHONG BOON,ANG MO KIO,1.364264765429552,103.85565259133747,26500.0,0,1.0,0.199,0.13,4,1.078622324077414,1078622.3240774139,24568.377094055086
SGSZ04,SERANGOON GARDEN,SERANGOON,1.3627383541972071,103.8666628375142,36080.0,0,0.5995288248337028,0.199,0.13,14,3.0231489813847303,3023148.9813847304,11934.575577374897
HGSZ01,HOUGANG CENTRAL,HOUGANG,1.3696686663059998,103.89146236348546,4720.0,0,1.0,0.199,0.13,2,0.44173344015291893,441733.4401529189,10685.177011652173
PRSZ07,LOYANG EAST,PASIR RIS,1.367988795821077,103.97342681015697,2140.0,0,1.0,0.199,0.13,16,0.9721281733633067,972128.1733633067,2201.3558074303774
BPSZ06,DAIRY FARM,BUKIT PANJANG,1.3684317900068617,103.77204619195874,6940.0,0,0.0,0.199,0.13,18,1.2359017516506787,1235901.7516506787,5615.3330883550325
PRSZ05,PASIR RIS DRIVE,PASIR RIS,1.3688664933735912,103.95941064854476,54420.0,0,0.5449099595736862,0.199,0.13,8,1.639836641142442,1639836.6411424421,33186.232478673395
TMSZ01,TAMPINES NORTH,TAMPINES,1.3662446765050005,103.9390256518351,8040.0,0,1.0,0.199,0.13,21,2.5431066343358544,2543106.6343358546,3161.4875646375276
AMSZ02,CHENG SAN,ANG MO KIO,1.3727147446745198,103.8540952773522,28070.0,0,1.0,0.199,0.13,7,0.9557101887067517,955710.1887067517,29370.82844955726
AMSZ07,SEMBAWANG HILLS,ANG MO KIO,1.3747151224132126,103.83076595030006,6850.0,0,1.0,0.199,0.13,11,0.8945160174918972,894516.0174918972,7657.7723216253635
BPSZ05,JELEBU,BUKIT PANJANG,1.3759342998688049,103.76624365255262,31310.0,0,0.0,0.199,0.13,5,0.9112082850594293,911208.2850594294,34360.969400051
CKSZ02,KEAT HONG,CHOA CHU KANG,1.3754921030415062,103.74645966585923,38180.0,0,1.0,0.199,0.13,17,1.1438136745995404,1143813.6745995404,33379.56246533524
KLSZ01,BENDEMEER,KALLANG,1.3222022725143092,103.86185623835864,37570.0,0,1.0,0.199,0.13,5,1.3768300452875772,1376830.0452875772,27287.318524598864
NVSZ01,BALESTIER,NOVENA,1.3255134555554808,103.85106739498433,32430.0,0,0.0,0.199,0.13,21,1.9266220022102865,1926622.0022102864,16832.570147540722
TSSZ02,TUAS PROMENADE,TUAS,1.3302832757910084,103.63300337311291,10.0,0,0.0,0.199,0.13,32,4.137157967008965,4137157.9670089646,2.4171182439112147
SGSZ06,SERANGOON CENTRAL,SERANGOON,1.3522330390246091,103.870675243507,24760.0,0,0.8736268174474959,0.199,0.13,10,1.061889352766827,1061889.352766827,23316.930276667797
BSSZ03,BISHAN EAST,BISHAN,1.349823907974759,103.85301426192922,28310.0,0,0.0,0.199,0.13,19,1.7944612621056335,1794461.2621056335,15776.322731414579
TMSZ03,TAMPINES WEST,TAMPINES,1.3485286052102834,103.93594937405771,79670.0,0,1.0,0.199,0.13,16,3.4752527798934167,3475252.779893417,22924.9510887215
BKSZ03,BRICKWORKS,BUKIT BATOK,1.3556445845059295,103.74219477242816,19820.0,0,0.0,0.199,0.13,17,1.2316567499795275,1231656.7499795274,16092.14580306522
SGSZ03,SERANGOON NORTH,SERANGOON,1.374381173142493,103.87338413553088,15940.0,0,1.0,0.199,0.13,6,0.6847043005147564,684704.3005147564,23280.12251130365
BKSZ04,GUILIN,BUKIT BATOK,1.3554639637823878,103.75381202250212,12940.0,0,0.0,0.199,0.13,9,1.0850800831767788,1085080.0831767789,11925.387075685403
JWSZ01,WENYA,JURONG WEST,1.3557038069936502,103.70710197573406,8280.0,0,1.0,0.199,0.13,12,1.9749432461248322,1974943.2461248322,4192.525540289191
BPSZ07,NATURE RESERVE,BUKIT PANJANG,1.353468550298314,103.7778109120893,3850.0,0,0.0,0.199,0.13,50,4.141322430954794,4141322.430954794,929.6547332858531
TMSZ02,TAMPINES EAST,TAMPINES,1.3544309377044694,103.95124157114532,130980.0,0,0.6430981829286914,0.199,0.13,36,4.343753039351681,4343753.03935168,30153.647966033815
HGSZ07,LORONG AH SOO,HOUGANG,1.356830699585221,103.88660636262966,32320.0,0,1.0,0.199,0.13,7,1.5155338913327445,1515533.8913327446,21325.818039989943
PRSZ08,FLORA DRIVE,PASIR RIS,1.359301249314618,103.96632188527474,14680.0,0,1.0,0.199,0.13,4,0.9449984488899433,944998.4488899433,15534.417032370882
BKSZ05,HILLVIEW,BUKIT BATOK,1.355663635228613,103.76392242100276,19300.0,0,0.0,0.199,0.13,16,1.9936336171509752,1993633.6171509752,9680.815890123726
CLSZ01,TOH TUCK,CLEMENTI,1.3317544849187777,103.756340422445,20.0,0,0.0,0.199,0.13,17,2.077968830570753,2077968.8305707527,9.62478344514274
NVSZ05,MOUNT PLEASANT,NOVENA,1.3338172793126388,103.8289703131776,690.0,0,0.0,0.199,0.13,28,3.1449276733113467,3144927.6733113467,219.40091209585356
BTSZ05,HILLCREST,BUKIT TIMAH,1.3331573244831736,103.80822945622536,9470.0,0,0.2696937697993664,0.199,0.13,6,2.636483258747996,2636483.258747996,3591.9059863467824
TPSZ12,JOO SENG,TOA PAYOH,1.3365974664102651,103.8823265529691,8150.0,0,1.0,0.199,0.13,18,1.0571652442197663,1057165.2442197662,7709.296199966404
JWSZ05,CHIN BEE,JURONG WEST,1.3349783902784658,103.71319775263308,0.0,0,1.0,0.199,0.13,24,1.287949824531457,1287949.824531457,0.0
TPSZ05,LORONG 8 TOA PAYOH,TOA PAYOH,1.340878966805798,103.857102042756,7160.0,0,1.0,0.199,0.13,1,0.4396467615505439,439646.7615505439,16285.80175308957
JESZ03,TOH GUAN,JURONG EAST,1.3374866777328658,103.7461061215432,14590.0,0,0.0,0.199,0.13,4,0.74688227415215,746882.27415215,19534.537777807564
TMSZ04,SIMEI,TAMPINES,1.3406648192140402,103.95400284218852,39450.0,0,1.0,0.199,0.13,17,2.777496646701526,2777496.646701526,14203.43748996049
JWSZ02,BOON LAY PLACE,JURONG WEST,1.345863707940132,103.71114826234448,29340.0,0,1.0,0.199,0.13,11,0.9063173906782338,906317.3906782338,32372.76510610008
BKSZ08,BUKIT BATOK EAST,BUKIT BATOK,1.3491364513971096,103.75753706871768,12690.0,0,0.0,0.199,0.13,7,0.380201802769107,380201.802769107,33377.011649012406
BKSZ06,BUKIT BATOK WEST,BUKIT BATOK,1.347484096771309,103.74224902704346,15000.0,0,0.0,0.199,0.13,3,0.5274716660672739,527471.6660672739,28437.5464408109
BKSZ07,BUKIT BATOK CENTRAL,BUKIT BATOK,1.3479944652936149,103.75041327602172,27290.0,0,0.0,0.199,0.13,10,0.800298564481661,800298.5644816611,34099.773773398236
SGSZ07,UPPER PAYA LEBAR,SERANGOON,1.3465667919059645,103.87704726246186,16920.0,0,1.0,0.199,0.13,6,0.8985550764290561,898555.0764290561,18830.23138352487
HGSZ08,TAI SENG,HOUGANG,1.3437712144760867,103.8876193790896,13830.0,0,1.0,0.199,0.13,24,1.7961557533099497,1796155.7533099498,7699.77769161395
TSSZ01,TENGEH,TUAS,1.337639170805056,103.65179366608812,0.0,0,0.8,0.199,0.13,26,2.2512383104117166,2251238.310411717,0.0
JESZ01,YUHUA WEST,JURONG EAST,1.3470099287799815,103.73197209869473,19160.0,0,0.0,0.199,0.13,3,0.7761424915740872,776142.4915740872,24686.18869344698
TPSZ03,BRADDELL,TOA PAYOH,1.3405389649613233,103.8495968905182,9810.0,0,1.0,0.199,0.13,23,0.4462417918819965,446241.7918819965,21983.597633531692
TPSZ10,BIDADARI,TOA PAYOH,1.3411039355423922,103.874944712625,0.0,0,1.0,0.199,0.13,7,0.5725021397965222,572502.1397965222,0.0
TPSZ08,WOODLEIGH,TOA PAYOH,1.3400358962445793,103.8663000048399,2450.0,0,1.0,0.199,0.13,9,0.8133829813909751,813382.9813909751,3012.111214584584
JWSZ04,TAMAN JURONG,JURONG WEST,1.3345100380139086,103.721196983089,39920.0,0,1.0,0.199,0.13,13,1.4842964731920991,1484296.473192099,26894.89648530177
JESZ04,LAKESIDE (LEISURE),JURONG EAST,1.336246924107684,103.72847876002486,1070.0,0,0.0,0.199,0.13,23,1.9770714933134486,1977071.4933134485,541.2045055622883
TPSZ01,TOA PAYOH WEST,TOA PAYOH,1.3399225703175424,103.84179372301662,14360.0,0,1.0,0.199,0.13,9,1.0372810944672868,1037281.0944672868,13843.884822151145
BDSZ01,KAKI BUKIT,BEDOK,1.3355792095388053,103.90956464292366,37150.0,0,1.0,0.199,0.13,25,2.820950863541812,2820950.863541812,13169.31836003579
JESZ02,YUHUA EAST,JURONG EAST,1.3404130171783215,103.73883666796638,24770.0,0,0.0,0.199,0.13,12,0.9247625030331648,924762.5030331648,26785.255585900064
BKSZ09,BUKIT BATOK SOUTH,BUKIT BATOK,1.3410397550087978,103.75812606641416,14930.0,0,0.0,0.199,0.13,14,1.8063808803600445,1806380.8803600445,8265.145054582386
JWSZ09,JURONG WEST CENTRAL,JURONG WEST,1.34013951552678,103.7020987055076,63760.0,0,1.0,0.199,0.13,16,1.404536642893793,1404536.642893793,45395.754053546145
BDSZ02,BEDOK RESERVOIR,BEDOK,1.3400407242512038,103.92632946411044,25470.0,0,1.0,0.199,0.13,24,2.3793315288977146,2379331.528897715,10704.687300050036
YSSZ05,LOWER SELETAR,YISHUN,1.409055850395713,103.8462370960546,18660.0,0,0.0,0.199,0.13,57,8.451158081324166,8451158.081324166,2207.9814175096185
PGSZ01,NORTHSHORE,PUNGGOL,1.416190725666271,103.90677370928309,460.0,0,1.0,0.199,0.13,38,1.3734075338619114,1373407.5338619114,334.9333600249862
MDSZ03,MANDAI ESTATE,MANDAI,1.4265616755249158,103.82507577772586,2090.0,0,0.0,0.199,0.13,2,0.14313794104185742,143137.9410418574,14601.299870513209
YSSZ01,YISHUN CENTRAL,YISHUN,1.4267052463079255,103.83765941163202,2620.0,0,0.0,0.199,0.13,1,0.4363685338158364,436368.5338158364,6004.099280691345
PRSZ03,PASIR RIS CENTRAL,PASIR RIS,1.3720645500275812,103.94793935838524,32240.0,0,0.919789081885856,0.199,0.13,7,1.5114873841002292,1511487.3841002292,21329.982862670135
BKSZ01,GOMBAK,BUKIT BATOK,1.3692921821184452,103.75747560540589,9930.0,0,0.0,0.199,0.13,16,2.4562530457481424,2456253.0457481425,4042.7430786046934
PLSZ01,PAYA LEBAR NORTH,PAYA LEBAR,1.3731643342618265,103.92580019017248,30.0,0,0.0,0.199,0.13,9,1.2872126589931723,1287212.6589931722,23.306172286609815
HGSZ03,HOUGANG EAST,HOUGANG,1.3763227267431128,103.89736884348844,24920.0,0,1.0,0.199,0.13,9,0.8426676261291937,842667.6261291937,29572.751138512813
HGSZ10,LORONG HALUS,HOUGANG,1.369621684813709,103.90403835744694,0.0,0,1.0,0.199,0.13,7,1.3335329861724612,1333532.9861724612,0.0
HGSZ02,KANGKAR,HOUGANG,1.3696209586177954,103.89821728461484,32290.0,0,1.0,0.199,0.13,18,1.0074100022607915,1007410.0022607914,32052.49096945236
CHSZ02,CHANGI WEST,CHANGI,1.3682819347455926,103.97783482894128,1300.0,0,0.0,0.199,0.13,38,4.803931354124628,4803931.354124628,270.61169366706866
QTSZ02,HOLLAND DRIVE,QUEENSTOWN,1.3086145105548306,103.79461594726676,12680.0,0,1.0,0.199,0.13,9,0.4706747520832478,470674.7520832478,26940.047121451076
HGSZ04,HOUGANG WEST,HOUGANG,1.37356005816862,103.8858780214234,45460.0,0,1.0,0.199,0.13,12,1.3288761977105845,1328876.1977105846,34209.35680714233
PLSZ03,PAYA LEBAR WEST,PAYA LEBAR,1.372527654796822,103.9109392939452,0.0,0,0.8,0.199,0.13,9,0.6017265924279918,601726.5924279918,0.0
BPSZ04,BANGKIT,BUKIT PANJANG,1.3771109378904378,103.77429337580732,22270.0,0,0.0,0.199,0.13,4,0.7631834294528599,763183.4294528599,29180.402954982615
SESZ01,LORONG HALUS NORTH,SENGKANG,1.3816782386957944,103.91076865154724,0.0,0,1.0,0.199,0.13,6,0.924866016499449,924866.016499449,0.0
CKSZ04,PENG SIANG,CHOA CHU KANG,1.3793425069843497,103.73862952878794,34720.0,0,1.0,0.199,0.13,7,0.8627370886515979,862737.088651598,40244.0099732644
PRSZ02,PASIR RIS WEST,PASIR RIS,1.3792860468144006,103.93981218816111,35790.0,0,0.8285554624196703,0.199,0.13,38,1.5834401644233052,1583440.164423305,22602.685471878787
AMSZ09,YIO CHU KANG WEST,ANG MO KIO,1.3812816754752972,103.84006236246168,24150.0,0,1.0,0.199,0.13,10,0.8461371973358096,846137.1973358096,28541.47066934288
CHSZ01,CHANGI POINT,CHANGI,1.3903064171558863,103.98252404142843,540.0,0,0.0,0.199,0.13,16,0.9979375195427006,997937.5195427006,541.1160412602304
SESZ03,SENGKANG TOWN CENTRE,SENGKANG,1.3916152059872269,103.89768455966691,61790.0,0,1.0,0.199,0.13,11,1.4605344409459127,1460534.4409459126,42306.43130878982
SESZ04,ANCHORVALE,SENGKANG,1.3944356296935974,103.88918935546252,48120.0,0,1.0,0.199,0.13,11,1.49668128666211,1496681.28666211,32151.13359726502
SESZ07,SENGKANG WEST,SENGKANG,1.3955292585194436,103.863158609492,10.0,0,1.0,0.199,0.13,23,1.6670864603833155,1667086.4603833156,5.998489123174023
SESZ06,FERNVALE,SENGKANG,1.3951703225152925,103.8765052469368,58800.0,0,1.0,0.199,0.13,22,2.391627044554078,2391627.044554078,24585.7731596957
PGSZ04,PUNGGOL FIELD,PUNGGOL,1.3947234360686551,103.91126044880212,48960.0,0,1.0,0.199,0.13,15,1.3787105357194416,1378710.5357194415,35511.4425628521
CKSZ06,YEW TEE,CHOA CHU KANG,1.4006827822362349,103.74793637475932,40390.0,0,1.0,0.199,0.13,13,0.9232147480747319,923214.7480747319,43749.30110706001
PRSZ01,PASIR RIS WAFER FAB PARK,PASIR RIS,1.3888407401653788,103.92868004425836,10.0,0,1.0,0.199,0.13,67,5.325421570560569,5325421.570560569,1.8777856114304528
HGSZ05,TRAFALGAR,HOUGANG,1.3810656999132205,103.88140598487529,49200.0,0,1.0,0.199,0.13,19,1.7443874073889247,1744387.4073889246,28204.743849673112
CKSZ01,TECK WHYE,CHOA CHU KANG,1.3815935321076782,103.75487063841146,24320.0,0,1.0,0.199,0.13,6,1.003202619961741,1003202.6199617409,24242.360930962768
CKSZ03,CHOA CHU KANG CENTRAL,CHOA CHU KANG,1.3850043023002103,103.74763693903658,22530.0,0,1.0,0.199,0.13,5,1.0956879647479882,1095687.9647479882,20562.423541068987
BPSZ03,FAJAR,BUKIT PANJANG,1.3847849727606332,103.77114573954192,27820.0,0,0.0,0.199,0.13,5,0.6684544392775681,668454.4392775681,41618.3936635479
BPSZ01,SENJA,BUKIT PANJANG,1.3861165334463454,103.76051545375846,20170.0,0,0.0,0.199,0.13,3,0.6248775001168717,624877.5001168717,32278.32654596713
BPSZ02,SAUJANA,BUKIT PANJANG,1.3862188017591266,103.7662552671834,25920.0,0,0.0,0.199,0.13,6,0.6749920009380295,674992.0009380295,38400.45506314037
SGSZ01,SELETAR HILLS,SERANGOON,1.3834751909404217,103.86635885918552,14700.0,0,1.0,0.199,0.13,27,2.3306832644416815,2330683.2644416816,6307.1633217057515
SESZ05,COMPASSVALE,SENGKANG,1.3849026594422504,103.88996704421318,20960.0,0,1.0,0.199,0.13,13,1.093213490924044,1093213.490924044,19172.833279146103
AMSZ12,YIO CHU KANG EAST,ANG MO KIO,1.3834703885933706,103.85339606458112,4200.0,0,1.0,0.199,0.13,12,1.861872041958072,1861872.041958072,2255.794117614545
AMSZ10,YIO CHU KANG,ANG MO KIO,1.3855809499123442,103.84629172704618,20.0,0,1.0,0.199,0.13,3,0.9094185676886759,909418.567688676,21.992073518831717
PRSZ06,LOYANG WEST,PASIR RIS,1.3770083072783856,103.9707356852154,220.0,0,1.0,0.199,0.13,14,2.1061642110162757,2106164.211016276,104.45529311023884
AMSZ08,TAGORE,ANG MO KIO,1.386805517441942,103.82833841029569,7950.0,0,1.0,0.199,0.13,36,3.334192441759531,3334192.441759531,2384.385466306378
PRSZ04,PASIR RIS PARK,PASIR RIS,1.3799972272940846,103.9548937377897,7620.0,0,1.0,0.199,0.13,10,1.7197048782190418,1719704.8782190417,4430.992838661604
CKSZ05,CHOA CHU KANG NORTH,CHOA CHU KANG,1.3924321408992235,103.74658390410336,31930.0,0,1.0,0.199,0.13,19,1.0886380001065847,1088638.0001065847,29330.22730868649
SESZ02,RIVERVALE,SENGKANG,1.3876127378748302,103.90500354667653,59700.0,0,1.0,0.199,0.13,21,1.5690347842582477,1569034.7842582478,38048.86966111643
AMSZ11,YIO CHU KANG NORTH,ANG MO KIO,1.3937001966533522,103.84685765414244,0.0,0,1.0,0.199,0.13,17,1.4645089286035267,1464508.9286035267,0.0
JWSZ08,YUNNAN,JURONG WEST,1.3445542824221377,103.69487869779782,67500.0,0,1.0,0.199,0.13,14,2.2063050091301375,2206305.0091301375,30594.138036523196
SGSZ05,LORONG CHUAN,SERANGOON,1.3484712121681226,103.86322059948034,8490.0,0,1.0,0.199,0.13,12,1.1801261115188448,1180126.1115188447,7194.146385824146
JWSZ03,HONG KAH,JURONG WEST,1.349894512593749,103.72106957567703,53890.0,0,1.0,0.199,0.13,8,1.7934636308666858,1793463.6308666859,30048.00268737974
SLSZ04,SELETAR,SELETAR,1.4089950842134469,103.88158652893787,280.0,0,0.0,0.199,0.13,28,3.916069337563858,3916069.337563858,71.50026617613078
SKSZ04,PANG SUA,SUNGEI KADUT,1.4126204735165562,103.74827249398513,20.0,0,0.0,0.199,0.13,18,2.1753800585149983,2175380.0585149983,9.193795779139762
SLSZ01,SELETAR AEROSPACE PARK,SELETAR,1.4123542067026713,103.86648037319792,20.0,0,0.0,0.199,0.13,22,3.6230107203134474,3623010.7203134475,5.520270720664521
YSSZ08,KHATIB,YISHUN,1.4179994264687403,103.82865163230818,10250.0,0,0.0,0.199,0.13,7,1.432913062380042,1432913.062380042,7153.260214527559
MDSZ01,MANDAI WEST,MANDAI,1.418319234575064,103.78433627163936,0.0,0,0.8,0.199,0.13,70,4.38841512975884,4388415.12975884,0.0
PGSZ07,CONEY ISLAND,PUNGGOL,1.4083288437387032,103.92253213134494,0.0,0,1.0,0.199,0.13,9,1.200435193331889,1200435.193331889,0.0
YSSZ04,YISHUN SOUTH,YISHUN,1.418460517217909,103.83781644442058,42240.0,0,0.0,0.199,0.13,9,1.3401679884110382,1340167.9884110382,31518.43676708141
SKSZ05,RESERVOIR VIEW,SUNGEI KADUT,1.4317423131596538,103.74675859387416,20.0,0,0.0,0.199,0.13,52,3.284130419978381,3284130.419978381,6.089892130450671
WDSZ03,WOODLANDS EAST,WOODLANDS,1.4412498779937306,103.8019273073558,98980.0,0,0.7377045867852091,0.199,0.13,40,2.5534637239306246,2553463.723930625,38763.033550222935
SBSZ03,SEMBAWANG CENTRAL,SEMBAWANG,1.4463728057600895,103.81776763949766,34800.0,0,0.0,0.199,0.13,4,0.9614217227247314,961421.7227247313,36196.394545126925
WDSZ07,GREENWOOD PARK,WOODLANDS,1.4472946499878292,103.78486957071792,40.0,0,1.0,0.199,0.13,8,1.2812965103192084,1281296.5103192085,31.21837894496008
SBSZ01,SEMBAWANG EAST,SEMBAWANG,1.4475010728064204,103.83142199489508,17340.0,0,0.0,0.199,0.13,11,0.7581234599705251,758123.4599705251,22872.264104152848
WDSZ08,SENOKO WEST,WOODLANDS,1.4511716671875827,103.79666957884191,20.0,0,1.0,0.199,0.13,6,0.9059211178633729,905921.1178633729,22.076977350048168
PGSZ03,MATILDA,PUNGGOL,1.4027066094408274,103.89702089241332,52200.0,0,1.0,0.199,0.13,7,1.4180326861744381,1418032.686174438,36811.56330805386
PGSZ05,WATERWAY EAST,PUNGGOL,1.4012449813374233,103.9147590578205,50580.0,0,1.0,0.199,0.13,10,1.4892468827099798,1489246.8827099798,33963.475490349636
SKSZ03,GALI BATU,SUNGEI KADUT,1.3999884347462062,103.76291533825156,30.0,0,0.0,0.199,0.13,69,5.186128077291928,5186128.077291927,5.784662382589148
KLSZ09,CRAWFORD,KALLANG,1.304519631753244,103.86293992118114,8380.0,0,1.0,0.199,0.13,1,0.23599695208902577,235996.95208902576,35508.93316977581
TSSZ04,TUAS BAY,TUAS,1.3123195359407314,103.64319961828448,10.0,0,0.0,0.199,0.13,52,5.864239525292692,5864239.525292693,1.705250946328098
TSSZ05,TUAS VIEW,TUAS,1.3016210357844185,103.63138178903893,10.0,0,0.0,0.199,0.13,32,4.4720293732716385,4472029.3732716385,2.2361212696338395
WCSZ03,BAHAR,WESTERN WATER CATCHMENT,1.3598480998694655,103.69925625645864,0.0,0,0.8,0.199,0.13,3,0.5001390300085142,500139.03000851424,0.0
WCSZ02,CLEANTECH,WESTERN WATER CATCHMENT,1.3531004130797304,103.69283970533012,0.0,0,0.8,0.199,0.13,3,0.697637382908168,697637.382908168,0.0
JESZ05,LAKESIDE (BUSINESS),JURONG EAST,1.329630008768179,103.7374818544886,0.0,0,0.8,0.199,0.13,9,1.1309517829946396,1130951.7829946396,0.0
THSZ03,PARK,TENGAH,1.3649204759552889,103.73382956533972,0.0,0,0.8,0.199,0.13,7,1.4591586324662233,1459158.6324662233,0.0
THSZ04,BRICKLAND,TENGAH,1.3687061270166407,103.74241249740828,0.0,0,0.8,0.199,0.13,4,0.7847123909549782,784712.3909549783,0.0
THSZ01,FOREST HILL,TENGAH,1.3726243079438751,103.73166559924462,10.0,0,0.0,0.199,0.13,6,1.0464175759516172,1046417.5759516173,9.556414408374163
THSZ06,PLANTATION,TENGAH,1.3537107649139792,103.73423607407436,0.0,0,0.8,0.199,0.13,8,0.8991025444145857,899102.5444145857,0.0
THSZ05,GARDEN,TENGAH,1.3587169621853403,103.72842161505471,0.0,0,0.8,0.199,0.13,7,0.7807597058344541,780759.705834454,0.0
PLSZ04,AIRPORT ROAD,PAYA LEBAR,1.3514711826402668,103.89732639680658,0.0,0,0.8,0.199,0.13,7,0.48285669353232485,482856.69353232486,0.0
WDSZ09,NORTH COAST,WOODLANDS,1.45065482376202,103.7807246067226,12100.0,0,1.0,0.199,0.13,18,2.4509475475799922,2450947.547579992,4936.866156906236
YSSZ06,SPRINGLEAF,YISHUN,1.4014091097478547,103.82406069330108,4370.0,0,0.0,0.199,0.13,13,2.2092107052788608,2209210.705278861,1978.0820315409392
PGSZ02,PUNGGOL TOWN CENTRE,PUNGGOL,1.4090193911578357,103.90164783514574,22260.0,0,1.0,0.199,0.13,10,1.2620371154452432,1262037.1154452432,17638.150041369216
PGSZ06,PUNGGOL CANAL,PUNGGOL,1.406590207967502,103.9179359529217,0.0,0,1.0,0.199,0.13,8,1.2524076029006244,1252407.6029006243,0.0
CCSZ01,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,1.37665108437462,103.80119639919684,0.0,0,0.8,0.199,0.13,326,37.15868894585481,37158688.94585481,0.0
SBSZ06,SEMBAWANG STRAITS,SEMBAWANG,1.458673964566777,103.83648595989108,1910.0,0,0.0,0.199,0.13,8,1.5407336748262246,1540733.6748262246,1239.6691467235075
SBSZ07,THE WHARVES,SEMBAWANG,1.4644122700831288,103.8238388813832,0.0,0,0.8,0.199,0.13,10,1.6358081380974236,1635808.1380974236,0.0
SBSZ08,SENOKO NORTH,SEMBAWANG,1.4637774915966903,103.80335790902878,10.0,0,0.0,0.199,0.13,14,2.241224891046004,2241224.891046004,4.46184585935635
CHSZ03,CHANGI AIRPORT,CHANGI,1.3467777731813526,104.00093976173667,10.0,0,0.0,0.199,0.13,166,35.66923079710324,35669230.79710324,0.28035367672722894
OTSZ02,PEOPLE'S PARK,OUTRAM,1.282339454877469,103.84080505423324,290.0,0,0.0,0.199,0.13,1,0.09135241804074433,91352.41804074433,3174.5191448644123
MPSZ01,MOUNTBATTEN,MARINE PARADE,1.3016671007000031,103.89127766789208,9980.0,0,0.7870741482965932,0.199,0.13,10,1.7119460131163424,1711946.0131163425,5829.62308597156
GLSZ04,ALJUNIED,GEYLANG,1.3144439615875263,103.8835734427831,39990.0,0,0.8578644661165291,0.199,0.13,33,2.961466150509865,2961466.150509865,13503.446592869232
SLSZ03,PULAU PUNGGOL TIMOR,SELETAR,1.4190406113618852,103.89108750030816,0.0,0,0.8,0.199,0.13,11,1.2597431403482,1259743.1403482,0.0
SKSZ02,TURF CLUB,SUNGEI KADUT,1.4187806620711323,103.76353958144666,670.0,0,0.0,0.199,0.13,16,3.2914055057491884,3291405.5057491884,203.56045428911526
WDSZ04,WOODLANDS SOUTH,WOODLANDS,1.42950431374738,103.79386651012976,41000.0,0,1.0,0.199,0.13,14,1.5760014758315135,1576001.4758315135,26015.204064684018
WDSZ05,WOODGROVE,WOODLANDS,1.4292815677583888,103.7785498460008,33790.0,0,1.0,0.199,0.13,10,1.664187247847569,1664187.247847569,20304.20557764963
YSSZ03,YISHUN EAST,YISHUN,1.427892022103711,103.8465855719554,60670.0,0,0.0,0.199,0.13,27,1.7692460549434883,1769246.0549434882,34291.44286091844
WCSZ01,MURAI,WESTERN WATER CATCHMENT,1.3825878904122673,103.6896286985971,640.0,0,0.0,0.199,0.13,657,68.55055929752217,68550559.29752217,9.336174738156126
SLSZ02,PULAU PUNGGOL BARAT,SELETAR,1.4251691934628905,103.87869831177218,0.0,0,0.8,0.199,0.13,17,2.0500511863548554,2050051.1863548555,0.0
SMSZ04,PULAU SELETAR,SIMPANG,1.443544275505754,103.86486848827307,0.0,0,0.8,0.199,0.13,10,1.611278675404015,1611278.675404015,0.0
SBSZ05,ADMIRALTY,SEMBAWANG,1.4533881833946642,103.82515275933612,13920.0,0,0.0,0.199,0.13,15,1.2616487480139722,1261648.7480139723,11033.181796369397
LKSZ01,LIM CHU KANG,LIM CHU KANG,1.4306433390119435,103.7192852380507,110.0,0,0.0,0.199,0.13,192,17.495367034528627,17495367.034528628,6.287378811939495
SMSZ01,SIMPANG NORTH,SIMPANG,1.447161405151341,103.84579755255665,0.0,0,0.8,0.199,0.13,17,3.450455359529161,3450455.359529161,0.0
SBSZ09,SENOKO SOUTH,SEMBAWANG,1.4534932721233689,103.80753813535276,30.0,0,0.0,0.199,0.13,13,1.7433601901264955,1743360.1901264954,17.208147903057974
SBSZ04,SEMBAWANG NORTH,SEMBAWANG,1.4570000322483612,103.81569620405992,25540.0,0,0.0,0.199,0.13,12,1.3944785370278445,1394478.5370278445,18315.090065448618
SMSZ02,TANJONG IRAU,SIMPANG,1.454241601861276,103.85092787899475,0.0,0,0.8,0.199,0.13,7,1.0743751211740014,1074375.1211740014,0.0
