subzone_code,subzone_name,planning_area,latitude,longitude,Total_Total,volunteers_count,hdb_ratio,elderly_ratio,low_income_ratio,AED_count
JWSZ04,TAMAN JURONG,JURONG WEST,1.3345100380139086,103.721196983089,39920.0,0,1.0,0.199,0.13,16
JESZ04,LAKESIDE (LEISURE),JURONG EAST,1.336246924107684,103.72847876002486,1070.0,0,0.0,0.199,0.13,16
TPSZ01,TOA PAYOH WEST,TOA PAYOH,1.3399225703175424,103.84179372301662,14360.0,0,1.0,0.199,0.13,15
BDSZ01,KAKI BUKIT,BEDOK,1.3355792095388053,103.90956464292366,37150.0,0,1.0,0.199,0.13,30
JESZ02,YUHUA EAST,JURONG EAST,1.3404130171783215,103.73883666796638,24770.0,0,0.0,0.199,0.13,11
BKSZ09,BUKIT BATOK SOUTH,BUKIT BATOK,1.3410397550087978,103.75812606641416,14930.0,0,0.0,0.199,0.13,8
JWSZ09,JURONG WEST CENTRAL,JURONG WEST,1.34013951552678,103.7020987055076,63760.0,0,1.0,0.199,0.13,13
BDSZ02,BEDOK RESERVOIR,BEDOK,1.3400407242512038,103.92632946411044,25470.0,0,1.0,0.199,0.13,24
YSSZ05,LOWER SELETAR,YISHUN,1.409055850395713,103.8462370960546,18660.0,0,0.0,0.199,0.13,25
PGSZ01,NORTHSHORE,PUNGGOL,1.416190725666271,103.90677370928309,460.0,0,1.0,0.199,0.13,212
MDSZ03,MANDAI ESTATE,MANDAI,1.4265616755249158,103.82507577772586,2090.0,0,0.0,0.199,0.13,10
YSSZ01,YISHUN CENTRAL,YISHUN,1.4267052463079255,103.83765941163202,2620.0,0,0.0,0.199,0.13,6
PRSZ03,PASIR RIS CENTRAL,PASIR RIS,1.3720645500275812,103.94793935838524,32240.0,0,0.919789081885856,0.199,0.13,9
BKSZ01,GOMBAK,BUKIT BATOK,1.3692921821184452,103.75747560540589,9930.0,0,0.0,0.199,0.13,9
PLSZ01,PAYA LEBAR NORTH,PAYA LEBAR,1.3731643342618265,103.92580019017248,30.0,0,0.0,0.199,0.13,19
HGSZ03,HOUGANG EAST,HOUGANG,1.3763227267431128,103.89736884348844,24920.0,0,1.0,0.199,0.13,15
HGSZ10,LORONG HALUS,HOUGANG,1.369621684813709,103.90403835744694,0.0,0,1.0,0.199,0.13,10
HGSZ02,KANGKAR,HOUGANG,1.3696209586177954,103.89821728461484,32290.0,0,1.0,0.199,0.13,11
CHSZ02,CHANGI WEST,CHANGI,1.3682819347455926,103.97783482894128,1300.0,0,0.0,0.199,0.13,51
QTSZ02,HOLLAND DRIVE,QUEENSTOWN,1.3086145105548306,103.79461594726676,12680.0,0,1.0,0.199,0.13,2
HGSZ04,HOUGANG WEST,HOUGANG,1.37356005816862,103.8858780214234,45460.0,0,1.0,0.199,0.13,6
PLSZ03,PAYA LEBAR WEST,PAYA LEBAR,1.372527654796822,103.9109392939452,0.0,0,0.8,0.199,0.13,12
BPSZ04,BANGKIT,BUKIT PANJANG,1.3771109378904378,103.77429337580732,22270.0,0,0.0,0.199,0.13,37
SESZ01,LORONG HALUS NORTH,SENGKANG,1.3816782386957944,103.91076865154724,0.0,0,1.0,0.199,0.13,13
CKSZ04,PENG SIANG,CHOA CHU KANG,1.3793425069843497,103.73862952878794,34720.0,0,1.0,0.199,0.13,25
PRSZ02,PASIR RIS WEST,PASIR RIS,1.3792860468144006,103.93981218816111,35790.0,0,0.8285554624196703,0.199,0.13,46
AMSZ09,YIO CHU KANG WEST,ANG MO KIO,1.3812816754752972,103.84006236246168,24150.0,0,1.0,0.199,0.13,17
CHSZ01,CHANGI POINT,CHANGI,1.3903064171558863,103.98252404142843,540.0,0,0.0,0.199,0.13,341
SESZ03,SENGKANG TOWN CENTRE,SENGKANG,1.3916152059872269,103.89768455966691,61790.0,0,1.0,0.199,0.13,10
SESZ04,ANCHORVALE,SENGKANG,1.3944356296935974,103.88918935546252,48120.0,0,1.0,0.199,0.13,7
SESZ07,SENGKANG WEST,SENGKANG,1.3955292585194436,103.863158609492,10.0,0,1.0,0.199,0.13,29
SESZ06,FERNVALE,SENGKANG,1.3951703225152925,103.8765052469368,58800.0,0,1.0,0.199,0.13,24
PGSZ04,PUNGGOL FIELD,PUNGGOL,1.3947234360686551,103.91126044880212,48960.0,0,1.0,0.199,0.13,12
CKSZ06,YEW TEE,CHOA CHU KANG,1.4006827822362349,103.74793637475932,40390.0,0,1.0,0.199,0.13,37
PRSZ01,PASIR RIS WAFER FAB PARK,PASIR RIS,1.3888407401653788,103.92868004425836,10.0,0,1.0,0.199,0.13,37
HGSZ05,TRAFALGAR,HOUGANG,1.3810656999132205,103.88140598487529,49200.0,0,1.0,0.199,0.13,15
CKSZ01,TECK WHYE,CHOA CHU KANG,1.3815935321076782,103.75487063841146,24320.0,0,1.0,0.199,0.13,2
CKSZ03,CHOA CHU KANG CENTRAL,CHOA CHU KANG,1.3850043023002103,103.74763693903658,22530.0,0,1.0,0.199,0.13,6
BPSZ03,FAJAR,BUKIT PANJANG,1.3847849727606332,103.77114573954192,27820.0,0,0.0,0.199,0.13,20
BPSZ01,SENJA,BUKIT PANJANG,1.3861165334463454,103.76051545375846,20170.0,0,0.0,0.199,0.13,11
BPSZ02,SAUJANA,BUKIT PANJANG,1.3862188017591266,103.7662552671834,25920.0,0,0.0,0.199,0.13,5
SGSZ01,SELETAR HILLS,SERANGOON,1.3834751909404217,103.86635885918552,14700.0,0,1.0,0.199,0.13,21
SESZ05,COMPASSVALE,SENGKANG,1.3849026594422504,103.88996704421318,20960.0,0,1.0,0.199,0.13,17
AMSZ12,YIO CHU KANG EAST,ANG MO KIO,1.3834703885933706,103.85339606458112,4200.0,0,1.0,0.199,0.13,9
AMSZ10,YIO CHU KANG,ANG MO KIO,1.3855809499123442,103.84629172704618,20.0,0,1.0,0.199,0.13,6
PRSZ06,LOYANG WEST,PASIR RIS,1.3770083072783856,103.9707356852154,220.0,0,1.0,0.199,0.13,16
AMSZ08,TAGORE,ANG MO KIO,1.386805517441942,103.82833841029569,7950.0,0,1.0,0.199,0.13,37
PRSZ04,PASIR RIS PARK,PASIR RIS,1.3799972272940846,103.9548937377897,7620.0,0,1.0,0.199,0.13,55
CKSZ05,CHOA CHU KANG NORTH,CHOA CHU KANG,1.3924321408992235,103.74658390410336,31930.0,0,1.0,0.199,0.13,34
SESZ02,RIVERVALE,SENGKANG,1.3876127378748302,103.90500354667653,59700.0,0,1.0,0.199,0.13,18
AMSZ11,YIO CHU KANG NORTH,ANG MO KIO,1.3937001966533522,103.84685765414244,0.0,0,1.0,0.199,0.13,22
JWSZ08,YUNNAN,JURONG WEST,1.3445542824221377,103.69487869779782,67500.0,0,1.0,0.199,0.13,13
SGSZ05,LORONG CHUAN,SERANGOON,1.3484712121681226,103.86322059948034,8490.0,0,1.0,0.199,0.13,5
JWSZ03,HONG KAH,JURONG WEST,1.349894512593749,103.72106957567703,53890.0,0,1.0,0.199,0.13,6
SLSZ04,SELETAR,SELETAR,1.4089950842134469,103.88158652893787,280.0,0,0.0,0.199,0.13,18
SKSZ04,PANG SUA,SUNGEI KADUT,1.4126204735165562,103.74827249398513,20.0,0,0.0,0.199,0.13,48
SLSZ01,SELETAR AEROSPACE PARK,SELETAR,1.4123542067026713,103.86648037319792,20.0,0,0.0,0.199,0.13,26
YSSZ08,KHATIB,YISHUN,1.4179994264687403,103.82865163230818,10250.0,0,0.0,0.199,0.13,15
MDSZ01,MANDAI WEST,MANDAI,1.418319234575064,103.78433627163936,0.0,0,0.8,0.199,0.13,91
PGSZ07,CONEY ISLAND,PUNGGOL,1.4083288437387032,103.92253213134494,0.0,0,1.0,0.199,0.13,337
YSSZ04,YISHUN SOUTH,YISHUN,1.418460517217909,103.83781644442058,42240.0,0,0.0,0.199,0.13,8
SKSZ05,RESERVOIR VIEW,SUNGEI KADUT,1.4317423131596538,103.74675859387416,20.0,0,0.0,0.199,0.13,126
WDSZ03,WOODLANDS EAST,WOODLANDS,1.4412498779937306,103.8019273073558,98980.0,0,0.7377045867852091,0.199,0.13,30
SBSZ03,SEMBAWANG CENTRAL,SEMBAWANG,1.4463728057600895,103.81776763949766,34800.0,0,0.0,0.199,0.13,7
WDSZ07,GREENWOOD PARK,WOODLANDS,1.4472946499878292,103.78486957071792,40.0,0,1.0,0.199,0.13,5
SBSZ01,SEMBAWANG EAST,SEMBAWANG,1.4475010728064204,103.83142199489508,17340.0,0,0.0,0.199,0.13,16
WDSZ08,SENOKO WEST,WOODLANDS,1.4511716671875827,103.79666957884191,20.0,0,1.0,0.199,0.13,18
PGSZ03,MATILDA,PUNGGOL,1.4027066094408274,103.89702089241332,52200.0,0,1.0,0.199,0.13,8
PGSZ05,WATERWAY EAST,PUNGGOL,1.4012449813374233,103.9147590578205,50580.0,0,1.0,0.199,0.13,6
SKSZ03,GALI BATU,SUNGEI KADUT,1.3999884347462062,103.76291533825156,30.0,0,0.0,0.199,0.13,46
KLSZ09,CRAWFORD,KALLANG,1.304519631753244,103.86293992118114,8380.0,0,1.0,0.199,0.13,3
TSSZ04,TUAS BAY,TUAS,1.3123195359407314,103.64319961828448,10.0,0,0.0,0.199,0.13,45
TSSZ05,TUAS VIEW,TUAS,1.3016210357844185,103.63138178903893,10.0,0,0.0,0.199,0.13,178
WCSZ03,BAHAR,WESTERN WATER CATCHMENT,1.3598480998694655,103.69925625645864,0.0,0,0.8,0.199,0.13,28
WCSZ02,CLEANTECH,WESTERN WATER CATCHMENT,1.3531004130797304,103.69283970533012,0.0,0,0.8,0.199,0.13,51
JESZ05,LAKESIDE (BUSINESS),JURONG EAST,1.329630008768179,103.7374818544886,0.0,0,0.8,0.199,0.13,14
THSZ03,PARK,TENGAH,1.3649204759552889,103.73382956533972,0.0,0,0.8,0.199,0.13,6
THSZ04,BRICKLAND,TENGAH,1.3687061270166407,103.74241249740828,0.0,0,0.8,0.199,0.13,7
THSZ01,FOREST HILL,TENGAH,1.3726243079438751,103.73166559924462,10.0,0,0.0,0.199,0.13,28
THSZ06,PLANTATION,TENGAH,1.3537107649139792,103.73423607407436,0.0,0,0.8,0.199,0.13,4
THSZ05,GARDEN,TENGAH,1.3587169621853403,103.72842161505471,0.0,0,0.8,0.199,0.13,8
PLSZ04,AIRPORT ROAD,PAYA LEBAR,1.3514711826402668,103.89732639680658,0.0,0,0.8,0.199,0.13,14
WDSZ09,NORTH COAST,WOODLANDS,1.45065482376202,103.7807246067226,12100.0,0,1.0,0.199,0.13,63
YSSZ06,SPRINGLEAF,YISHUN,1.4014091097478547,103.82406069330108,4370.0,0,0.0,0.199,0.13,24
PGSZ02,PUNGGOL TOWN CENTRE,PUNGGOL,1.4090193911578357,103.90164783514574,22260.0,0,1.0,0.199,0.13,15
PGSZ06,PUNGGOL CANAL,PUNGGOL,1.406590207967502,103.9179359529217,0.0,0,1.0,0.199,0.13,10
CCSZ01,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,1.37665108437462,103.80119639919684,0.0,0,0.8,0.199,0.13,120
SBSZ06,SEMBAWANG STRAITS,SEMBAWANG,1.458673964566777,103.83648595989108,1910.0,0,0.0,0.199,0.13,19
SBSZ07,THE WHARVES,SEMBAWANG,1.4644122700831288,103.8238388813832,0.0,0,0.8,0.199,0.13,21
SBSZ08,SENOKO NORTH,SEMBAWANG,1.4637774915966903,103.80335790902878,10.0,0,0.0,0.199,0.13,38
CHSZ03,CHANGI AIRPORT,CHANGI,1.3467777731813526,104.00093976173667,10.0,0,0.0,0.199,0.13,63
OTSZ02,PEOPLE'S PARK,OUTRAM,1.282339454877469,103.84080505423324,290.0,0,0.0,0.199,0.13,3
MPSZ01,MOUNTBATTEN,MARINE PARADE,1.3016671007000031,103.89127766789208,9980.0,0,0.7870741482965932,0.199,0.13,17
GLSZ04,ALJUNIED,GEYLANG,1.3144439615875263,103.8835734427831,39990.0,0,0.8578644661165291,0.199,0.13,12
SLSZ03,PULAU PUNGGOL TIMOR,SELETAR,1.4190406113618852,103.89108750030816,0.0,0,0.8,0.199,0.13,48
SKSZ02,TURF CLUB,SUNGEI KADUT,1.4187806620711323,103.76353958144666,670.0,0,0.0,0.199,0.13,29
WDSZ04,WOODLANDS SOUTH,WOODLANDS,1.42950431374738,103.79386651012976,41000.0,0,1.0,0.199,0.13,29
WDSZ05,WOODGROVE,WOODLANDS,1.4292815677583888,103.7785498460008,33790.0,0,1.0,0.199,0.13,25
YSSZ03,YISHUN EAST,YISHUN,1.427892022103711,103.8465855719554,60670.0,0,0.0,0.199,0.13,33
WCSZ01,MURAI,WESTERN WATER CATCHMENT,1.3825878904122673,103.6896286985971,640.0,0,0.0,0.199,0.13,727
SLSZ02,PULAU PUNGGOL BARAT,SELETAR,1.4251691934628905,103.87869831177218,0.0,0,0.8,0.199,0.13,43
SMSZ04,PULAU SELETAR,SIMPANG,1.443544275505754,103.86486848827307,0.0,0,0.8,0.199,0.13,139
SBSZ05,ADMIRALTY,SEMBAWANG,1.4533881833946642,103.82515275933612,13920.0,0,0.0,0.199,0.13,9
LKSZ01,LIM CHU KANG,LIM CHU KANG,1.4306433390119435,103.7192852380507,110.0,0,0.0,0.199,0.13,666
SMSZ01,SIMPANG NORTH,SIMPANG,1.447161405151341,103.84579755255665,0.0,0,0.8,0.199,0.13,7
SBSZ09,SENOKO SOUTH,SEMBAWANG,1.4534932721233689,103.80753813535276,30.0,0,0.0,0.199,0.13,10
SBSZ04,SEMBAWANG NORTH,SEMBAWANG,1.4570000322483612,103.81569620405992,25540.0,0,0.0,0.199,0.13,14
SMSZ02,TANJONG IRAU,SIMPANG,1.454241601861276,103.85092787899475,0.0,0,0.8,0.199,0.13,45
YSSZ09,YISHUN WEST,YISHUN,1.4311390462017437,103.83101158891166,53910.0,0,0.0,0.199,0.13,6
WDSZ01,WOODLANDS REGIONAL CENTRE,WOODLANDS,1.4386019845905504,103.78453565333486,10.0,0,1.0,0.199,0.13,8
NESZ01,NORTH-EASTERN ISLANDS,NORTH-EASTERN ISLANDS,1.4016414063852154,104.03482291117656,50.0,0,0.0,0.199,0.13,10
SMSZ03,SIMPANG SOUTH,SIMPANG,1.4344660460980738,103.85639359630376,0.0,0,0.8,0.199,0.13,18
YSSZ02,NORTHLAND,YISHUN,1.4380947136210638,103.83799650329428,28000.0,0,0.0,0.199,0.13,14
WDSZ02,MIDVIEW,WOODLANDS,1.4398884999003645,103.79153165821884,35270.0,0,1.0,0.199,0.13,8
WDSZ06,WOODLANDS WEST,WOODLANDS,1.4374636490043402,103.77565199317502,33910.0,0,1.0,0.199,0.13,21
SBSZ02,SEMBAWANG SPRINGS,SEMBAWANG,1.4409557864528628,103.8250228336302,9090.0,0,0.0,0.199,0.13,22
SKSZ01,KRANJI,SUNGEI KADUT,1.4343280230810591,103.75933587077202,10.0,0,0.0,0.199,0.13,82
PLSZ05,PLAB,PAYA LEBAR,1.3575213138424054,103.91141206549396,0.0,0,0.8,0.199,0.13,29
MDSZ02,MANDAI EAST,MANDAI,1.4267814977221402,103.8130039080276,0.0,0,0.8,0.199,0.13,32
YSSZ07,NEE SOON,YISHUN,1.4075164723581255,103.81464337419798,890.0,0,0.0,0.199,0.13,72
BSSZ01,UPPER THOMSON,BISHAN,1.3576512921889832,103.832301064889,29390.0,0,0.0,0.199,0.13,35
AMSZ05,SHANGRI-LA,ANG MO KIO,1.3679721768285331,103.83839287906925,15960.0,0,1.0,0.199,0.13,3
AMSZ04,TOWNSVILLE,ANG MO KIO,1.3653546962396943,103.84847255683056,21140.0,0,1.0,0.199,0.13,9
BSSZ02,MARYMOUNT,BISHAN,1.35436002668161,103.844888415435,29620.0,0,0.0,0.199,0.13,12
TSSZ06,TUAS VIEW EXTENSION,TUAS,1.2523841787299017,103.62760625869268,10.0,0,0.0,0.199,0.13,346
