subzone_code,subzone_name,latitude,longitude,Total_Total
GLSZ01,KALLANG WAY,1.3258341867949357,103.87610383180866,30
JESZ07,INTERNATIONAL BUSINESS PARK,1.3263416162959327,103.7480871239683,10
BLSZ01,TUKANG,1.3256504097604354,103.70925050733476,10
BTSZ06,CORONATION ROAD,1.325569983582593,103.80153805494679,6690
BDSZ03,KEMBANGAN,1.3248058411093029,103.91561442223085,37460
NVSZ04,DUNEARN,1.3261898343656566,103.8200696432102,3960
CLSZ02,SUNSET WAY,1.3262830305995315,103.76866786978607,5650
BTSZ01,ANAK BUKIT,1.3378622144768135,103.77157034866184,21870
BTSZ02,SWISS CLUB,1.3406373287907798,103.79230482128298,5340
TMSZ05,XILIN,1.3292661222831745,103.96881076742507,1760
CLSZ03,FABER,1.3219563635485436,103.75684865813271,5360
NVSZ03,MALCOLM,1.3231195131653424,103.83394084355982,2950
BDSZ06,BEDOK SOUTH,1.321442781267262,103.94455412697309,46690
HGSZ09,DEFU INDUSTRIAL PARK,1.351697665353808,103.89578138323309,20
CBSZ01,CHANGI BAY,1.3274226558983537,104.02635671911914,-
PLSZ02,PAYA LEBAR EAST,1.3556120684469184,103.92376317131351,10
BKSZ02,HONG KAH NORTH,1.3627121391666444,103.74800378647188,26150
HGSZ06,KOVAN,1.3629303140034583,103.880680210422,24810
AMSZ03,CHONG BOON,1.364264765429552,103.85565259133749,26500
SGSZ04,SERANGOON GARDEN,1.3627383541972073,103.8666628375142,36080
HGSZ01,HOUGANG CENTRAL,1.3696686663059998,103.89146236348546,4720
PRSZ07,LOYANG EAST,1.367988795821077,103.97342681015695,2140
BPSZ06,DAIRY FARM,1.3684317900068617,103.77204619195874,6940
PRSZ05,PASIR RIS DRIVE,1.3688664933735912,103.95941064854476,54420
TMSZ01,TAMPINES NORTH,1.3662446765050005,103.9390256518351,8040
AMSZ02,CHENG SAN,1.3727147446745198,103.85409527735219,28070
AMSZ07,SEMBAWANG HILLS,1.3747151224132126,103.83076595030006,6850
BPSZ05,JELEBU,1.3759342998688047,103.76624365255262,31310
CKSZ02,KEAT HONG,1.3754921030415062,103.74645966585925,38180
KLSZ01,BENDEMEER,1.3222022725143092,103.86185623835865,37570
NVSZ01,BALESTIER,1.3255134555554808,103.85106739498433,32430
TSSZ02,TUAS PROMENADE,1.3302832757910084,103.63300337311291,10
SGSZ06,SERANGOON CENTRAL,1.3522330390246091,103.870675243507,24760
BSSZ03,BISHAN EAST,1.349823907974759,103.85301426192922,28310
TMSZ03,TAMPINES WEST,1.3485286052102834,103.93594937405771,79670
BKSZ03,BRICKWORKS,1.3556445845059297,103.74219477242815,19820
SGSZ03,SERANGOON NORTH,1.374381173142493,103.87338413553087,15940
BKSZ04,GUILIN,1.3554639637823878,103.75381202250213,12940
JWSZ01,WENYA,1.3557038069936502,103.70710197573406,8280
BPSZ07,NATURE RESERVE,1.353468550298314,103.7778109120893,3850
TMSZ02,TAMPINES EAST,1.3544309377044694,103.95124157114533,130980
HGSZ07,LORONG AH SOO,1.356830699585221,103.88660636262966,32320
PRSZ08,FLORA DRIVE,1.359301249314618,103.96632188527474,14680
BKSZ05,HILLVIEW,1.3556636352286133,103.76392242100275,19300
CLSZ01,TOH TUCK,1.3317544849187775,103.75634042244499,20
NVSZ05,MOUNT PLEASANT,1.3338172793126388,103.8289703131776,690
BTSZ05,HILLCREST,1.3331573244831736,103.80822945622535,9470
TPSZ12,JOO SENG,1.3365974664102653,103.8823265529691,8150
JWSZ05,CHIN BEE,1.3349783902784658,103.71319775263309,-
TPSZ05,LORONG 8 TOA PAYOH,1.340878966805798,103.857102042756,7160
JESZ03,TOH GUAN,1.3374866777328658,103.7461061215432,14590
TMSZ04,SIMEI,1.3406648192140402,103.95400284218853,39450
JWSZ02,BOON LAY PLACE,1.345863707940132,103.71114826234448,29340
BKSZ08,BUKIT BATOK EAST,1.3491364513971096,103.75753706871768,12690
BKSZ06,BUKIT BATOK WEST,1.3474840967713093,103.74224902704346,15000
BKSZ07,BUKIT BATOK CENTRAL,1.3479944652936147,103.75041327602173,27290
SGSZ07,UPPER PAYA LEBAR,1.3465667919059645,103.87704726246186,16920
HGSZ08,TAI SENG,1.3437712144760867,103.88761937908959,13830
TSSZ01,TENGEH,1.3376391708050561,103.65179366608811,-
JESZ01,YUHUA WEST,1.3470099287799815,103.73197209869471,19160
TPSZ03,BRADDELL,1.3405389649613233,103.84959689051819,9810
TPSZ10,BIDADARI,1.3411039355423922,103.87494471262501,-
TPSZ08,WOODLEIGH,1.3400358962445793,103.8663000048399,2450
JWSZ04,TAMAN JURONG,1.3345100380139086,103.721196983089,39920
JESZ04,LAKESIDE (LEISURE),1.336246924107684,103.72847876002486,1070
TPSZ01,TOA PAYOH WEST,1.3399225703175424,103.84179372301662,14360
BDSZ01,KAKI BUKIT,1.3355792095388053,103.90956464292366,37150
JESZ02,YUHUA EAST,1.3404130171783215,103.73883666796638,24770
BKSZ09,BUKIT BATOK SOUTH,1.3410397550087978,103.75812606641415,14930
JWSZ09,JURONG WEST CENTRAL,1.34013951552678,103.7020987055076,63760
BDSZ02,BEDOK RESERVOIR,1.3400407242512038,103.92632946411044,25470
YSSZ05,LOWER SELETAR,1.409055850395713,103.8462370960546,18660
PGSZ01,NORTHSHORE,1.416190725666271,103.90677370928307,460
MDSZ03,MANDAI ESTATE,1.4265616755249158,103.82507577772586,2090
YSSZ01,YISHUN CENTRAL,1.4267052463079257,103.83765941163202,2620
PRSZ03,PASIR RIS CENTRAL,1.3720645500275812,103.94793935838523,32240
BKSZ01,GOMBAK,1.3692921821184452,103.75747560540589,9930
PLSZ01,PAYA LEBAR NORTH,1.3731643342618265,103.92580019017248,30
HGSZ03,HOUGANG EAST,1.3763227267431128,103.89736884348844,24920
HGSZ10,LORONG HALUS,1.369621684813709,103.90403835744694,-
HGSZ02,KANGKAR,1.3696209586177954,103.89821728461483,32290
CHSZ02,CHANGI WEST,1.3682819347455926,103.97783482894127,1300
QTSZ02,HOLLAND DRIVE,1.3086145105548306,103.79461594726675,12680
HGSZ04,HOUGANG WEST,1.37356005816862,103.8858780214234,45460
PLSZ03,PAYA LEBAR WEST,1.3725276547968221,103.9109392939452,-
BPSZ04,BANGKIT,1.3771109378904378,103.77429337580732,22270
SESZ01,LORONG HALUS NORTH,1.3816782386957944,103.91076865154724,-
CKSZ04,PENG SIANG,1.3793425069843497,103.73862952878794,34720
PRSZ02,PASIR RIS WEST,1.3792860468144006,103.93981218816111,35790
AMSZ09,YIO CHU KANG WEST,1.3812816754752972,103.84006236246167,24150
CHSZ01,CHANGI POINT,1.3903064171558865,103.98252404142845,540
SESZ03,SENGKANG TOWN CENTRE,1.3916152059872269,103.89768455966693,61790
SESZ04,ANCHORVALE,1.3944356296935974,103.88918935546253,48120
SESZ07,SENGKANG WEST,1.3955292585194436,103.863158609492,10
SESZ06,FERNVALE,1.3951703225152925,103.8765052469368,58800
PGSZ04,PUNGGOL FIELD,1.3947234360686553,103.91126044880211,48960
CKSZ06,YEW TEE,1.4006827822362347,103.74793637475933,40390
PRSZ01,PASIR RIS WAFER FAB PARK,1.3888407401653788,103.92868004425837,10
HGSZ05,TRAFALGAR,1.3810656999132203,103.88140598487529,49200
CKSZ01,TECK WHYE,1.3815935321076782,103.75487063841146,24320
CKSZ03,CHOA CHU KANG CENTRAL,1.3850043023002105,103.74763693903658,22530
BPSZ03,FAJAR,1.3847849727606332,103.77114573954191,27820
BPSZ01,SENJA,1.3861165334463454,103.76051545375846,20170
BPSZ02,SAUJANA,1.3862188017591266,103.7662552671834,25920
SGSZ01,SELETAR HILLS,1.3834751909404217,103.86635885918551,14700
SESZ05,COMPASSVALE,1.3849026594422504,103.88996704421318,20960
AMSZ12,YIO CHU KANG EAST,1.3834703885933706,103.85339606458113,4200
AMSZ10,YIO CHU KANG,1.3855809499123442,103.84629172704618,20
PRSZ06,LOYANG WEST,1.3770083072783856,103.9707356852154,220
AMSZ08,TAGORE,1.386805517441942,103.82833841029567,7950
PRSZ04,PASIR RIS PARK,1.3799972272940846,103.9548937377897,7620
CKSZ05,CHOA CHU KANG NORTH,1.3924321408992237,103.74658390410335,31930
SESZ02,RIVERVALE,1.3876127378748302,103.90500354667653,59700
AMSZ11,YIO CHU KANG NORTH,1.3937001966533522,103.84685765414245,-
JWSZ08,YUNNAN,1.3445542824221377,103.69487869779782,67500
SGSZ05,LORONG CHUAN,1.3484712121681226,103.86322059948034,8490
JWSZ03,HONG KAH,1.349894512593749,103.72106957567705,53890
SLSZ04,SELETAR,1.4089950842134469,103.88158652893789,280
SKSZ04,PANG SUA,1.4126204735165562,103.74827249398511,20
SLSZ01,SELETAR AEROSPACE PARK,1.4123542067026713,103.86648037319792,20
YSSZ08,KHATIB,1.4179994264687403,103.82865163230818,10250
MDSZ01,MANDAI WEST,1.418319234575064,103.78433627163936,-
PGSZ07,CONEY ISLAND,1.4083288437387032,103.92253213134494,-
YSSZ04,YISHUN SOUTH,1.418460517217909,103.83781644442058,42240
SKSZ05,RESERVOIR VIEW,1.4317423131596538,103.74675859387416,20
WDSZ03,WOODLANDS EAST,1.4412498779937306,103.8019273073558,98980
SBSZ03,SEMBAWANG CENTRAL,1.4463728057600895,103.81776763949766,34800
WDSZ07,GREENWOOD PARK,1.4472946499878292,103.78486957071793,40
SBSZ01,SEMBAWANG EAST,1.4475010728064204,103.83142199489507,17340
WDSZ08,SENOKO WEST,1.4511716671875827,103.79666957884193,20
PGSZ03,MATILDA,1.4027066094408274,103.89702089241331,52200
PGSZ05,WATERWAY EAST,1.4012449813374233,103.9147590578205,50580
SKSZ03,GALI BATU,1.3999884347462062,103.76291533825157,30
KLSZ09,CRAWFORD,1.3045196317532441,103.86293992118114,8380
TSSZ04,TUAS BAY,1.3123195359407314,103.64319961828448,10
TSSZ05,TUAS VIEW,1.3016210357844185,103.63138178903891,10
WCSZ03,BAHAR,1.3598480998694655,103.69925625645863,-
WCSZ02,CLEANTECH,1.3531004130797304,103.69283970533013,-
JESZ05,LAKESIDE (BUSINESS),1.329630008768179,103.7374818544886,-
THSZ03,PARK,1.3649204759552889,103.73382956533973,-
THSZ04,BRICKLAND,1.3687061270166407,103.74241249740827,-
THSZ01,FOREST HILL,1.3726243079438751,103.73166559924462,10
THSZ06,PLANTATION,1.3537107649139792,103.73423607407436,-
THSZ05,GARDEN,1.3587169621853405,103.72842161505471,-
PLSZ04,AIRPORT ROAD,1.3514711826402668,103.89732639680658,-
WDSZ09,NORTH COAST,1.45065482376202,103.7807246067226,12100
YSSZ06,SPRINGLEAF,1.4014091097478547,103.82406069330108,4370
PGSZ02,PUNGGOL TOWN CENTRE,1.4090193911578357,103.90164783514574,22260
PGSZ06,PUNGGOL CANAL,1.4065902079675021,103.9179359529217,-
CCSZ01,CENTRAL WATER CATCHMENT,1.37665108437462,103.80119639919685,-
SBSZ06,SEMBAWANG STRAITS,1.458673964566777,103.83648595989109,1910
SBSZ07,THE WHARVES,1.4644122700831288,103.82383888138321,-
SBSZ08,SENOKO NORTH,1.4637774915966903,103.80335790902878,10
CHSZ03,CHANGI AIRPORT,1.3467777731813526,104.00093976173667,10
OTSZ02,PEOPLE'S PARK,1.282339454877469,103.84080505423323,290
MPSZ01,MOUNTBATTEN,1.3016671007000031,103.89127766789207,9980
GLSZ04,ALJUNIED,1.3144439615875263,103.8835734427831,39990
SLSZ03,PULAU PUNGGOL TIMOR,1.4190406113618852,103.89108750030816,-
SKSZ02,TURF CLUB,1.4187806620711325,103.76353958144666,670
WDSZ04,WOODLANDS SOUTH,1.42950431374738,103.79386651012975,41000
WDSZ05,WOODGROVE,1.4292815677583888,103.77854984600081,33790
YSSZ03,YISHUN EAST,1.427892022103711,103.8465855719554,60670
WCSZ01,MURAI,1.3825878904122673,103.6896286985971,640
SLSZ02,PULAU PUNGGOL BARAT,1.4251691934628905,103.87869831177218,-
SMSZ04,PULAU SELETAR,1.4435442755057541,103.86486848827309,-
SBSZ05,ADMIRALTY,1.4533881833946642,103.82515275933613,13920
LKSZ01,LIM CHU KANG,1.4306433390119435,103.7192852380507,110
SMSZ01,SIMPANG NORTH,1.447161405151341,103.84579755255665,-
SBSZ09,SENOKO SOUTH,1.4534932721233687,103.80753813535276,30
SBSZ04,SEMBAWANG NORTH,1.4570000322483612,103.81569620405992,25540
SMSZ02,TANJONG IRAU,1.454241601861276,103.85092787899475,-
YSSZ09,YISHUN WEST,1.4311390462017435,103.83101158891166,53910
WDSZ01,WOODLANDS REGIONAL CENTRE,1.4386019845905504,103.78453565333486,10
NESZ01,NORTH-EASTERN ISLANDS,1.4016414063852154,104.03482291117655,50
SMSZ03,SIMPANG SOUTH,1.4344660460980738,103.85639359630375,-
YSSZ02,NORTHLAND,1.4380947136210638,103.83799650329428,28000
WDSZ02,MIDVIEW,1.4398884999003645,103.79153165821883,35270
WDSZ06,WOODLANDS WEST,1.4374636490043402,103.77565199317502,33910
SBSZ02,SEMBAWANG SPRINGS,1.4409557864528628,103.82502283363021,9090
SKSZ01,KRANJI,1.4343280230810593,103.75933587077202,10
PLSZ05,PLAB,1.3575213138424054,103.91141206549395,-
MDSZ02,MANDAI EAST,1.4267814977221402,103.8130039080276,-
YSSZ07,NEE SOON,1.4075164723581255,103.81464337419798,890
BSSZ01,UPPER THOMSON,1.3576512921889832,103.83230106488901,29390
AMSZ05,SHANGRI-LA,1.3679721768285331,103.83839287906923,15960
AMSZ04,TOWNSVILLE,1.3653546962396945,103.84847255683056,21140
BSSZ02,MARYMOUNT,1.35436002668161,103.84488841543501,29620
TSSZ06,TUAS VIEW EXTENSION,1.2523841787299017,103.62760625869267,10
